ID_Transaccion,Fecha_Hora,Monto_CLP,Medio_Pago,Pasarela_Origen,Pais_IP,Dispositivo,Score_Riesgo_Engine,Intentos_Fallidos_Previos,Es_Fraude
TXN-2026-00215,2026-04-03 07:12:00,6200.0,Prepago Digital,Kushki,Chile,Mobile App Android,0.1,0,0
TXN-2026-00216,2026-07-13 00:43:00,10400.0,Tarjeta Credito,Kushki,Chile,Mobile App iOS,0.06,0,0
TXN-2026-00217,2026-02-22 20:40:00,4300.0,Tarjeta Credito,Getnet,EE.UU.,Mobile App iOS,0.43,0,0
TXN-2026-00218,2026-03-05 15:52:00,66200.0,Tarjeta Credito,Kushki,Chile,Web Desktop,0.02,0,0
TXN-2026-00219,2026-06-04 02:20:00,26700.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.14,0,0
TXN-2026-00220,2026-01-20 07:48:00,13000.0,Tarjeta Debito,Kushki,Chile,Web Mobile,0.33,0,0
TXN-2026-00221,2026-03-06 09:32:00,10000.0,Tarjeta Debito,Getnet,Chile,Mobile App Android,0.34,1,0
TXN-2026-00222,2026-03-26 05:14:00,5400.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.24,0,0
TXN-2026-00223,2026-01-27 08:38:00,42200.0,Tarjeta Debito,Webpay Plus,Chile,Web Desktop,0.24,0,0
TXN-2026-00224,2026-08-06 22:06:00,10400.0,Tarjeta Debito,Mercado Pago,Chile,Web Desktop,0.14,0,0
TXN-2026-00225,2026-07-27 23:32:00,85000.0,Tarjeta Credito,Kushki,Perú,Web Mobile,0.02,0,0
TXN-2026-00226,2026-02-05 23:53:00,16500.0,Transferencia Khipu,Getnet,Chile,Mobile App Android,0.43,0,0
TXN-2026-00227,2026-07-07 01:59:00,16500.0,Tarjeta Credito,Mercado Pago,Chile,Web Mobile,0.39,1,0
TXN-2026-00228,2026-05-12 22:20:00,26100.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.12,0,0
TXN-2026-00229,2026-05-05 03:54:00,27700.0,Tarjeta Debito,Webpay Plus,Chile,Web Mobile,0.17,1,0
TXN-2026-00230,2026-02-13 13:55:00,5800.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App iOS,0.14,0,0
TXN-2026-00231,2026-06-13 01:30:00,175300.0,Tarjeta Credito,Kushki,Argentina,Mobile App iOS,0.36,0,0
TXN-2026-00232,2026-05-24 08:56:00,13200.0,Transferencia Khipu,Mercado Pago,Chile,Mobile App Android,0.19,1,0
TXN-2026-00233,2026-06-08 21:03:00,9200.0,Tarjeta Credito,Getnet,Chile,Mobile App Android,0.24,0,0
TXN-2026-00234,2026-06-07 17:13:00,5600.0,Tarjeta Credito,Webpay Plus,Argentina,Mobile App iOS,0.26,0,0
TXN-2026-00235,2026-04-01 00:09:00,15600.0,Tarjeta Credito,Getnet,Chile,Web Desktop,0.02,0,0
TXN-2026-00236,2026-07-25 21:52:00,40200.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App Android,0.1,0,0
TXN-2026-00237,2026-03-13 17:36:00,8600.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App iOS,0.06,0,0
TXN-2026-00238,2026-07-29 02:31:00,112400.0,Tarjeta Credito,Webpay Plus,Argentina,Mobile App Android,0.96,2,1
TXN-2026-00239,2026-08-01 18:18:00,6500.0,Tarjeta Debito,Mercado Pago,Chile,Web Mobile,0.44,0,0
TXN-2026-00240,2026-07-16 17:17:00,67600.0,Prepago Digital,Getnet,Chile,Web Desktop,0.13,0,0
TXN-2026-00241,2026-05-11 09:37:00,13600.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.1,1,0
TXN-2026-00242,2026-06-19 23:57:00,61900.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.39,0,0
TXN-2026-00243,2026-03-18 05:17:00,15300.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App Android,0.36,0,0
TXN-2026-00244,2026-08-24 00:11:00,22500.0,Tarjeta Debito,Mercado Pago,Chile,Web Desktop,0.34,1,0
TXN-2026-00245,2026-03-02 12:21:00,15500.0,Tarjeta Credito,Mercado Pago,EE.UU.,Mobile App Android,0.41,0,0
TXN-2026-00246,2026-03-26 13:20:00,8600.0,Tarjeta Credito,Webpay Plus,Argentina,Web Mobile,0.25,0,0
TXN-2026-00247,2026-04-09 16:10:00,64500.0,Prepago Digital,Getnet,Perú,Mobile App iOS,0.3,0,0
TXN-2026-00248,2026-07-16 12:13:00,10600.0,Tarjeta Credito,Mercado Pago,Chile,Web Mobile,0.38,1,0
TXN-2026-00249,2026-08-25 14:08:00,3800.0,Tarjeta Debito,Webpay Plus,Perú,Web Desktop,0.27,1,0
TXN-2026-00250,2026-01-28 08:10:00,5600.0,Tarjeta Credito,Mercado Pago,Perú,Web Mobile,0.32,1,0
TXN-2026-00251,2026-03-20 16:00:00,3700.0,Tarjeta Debito,Getnet,EE.UU.,Mobile App iOS,0.06,0,0
TXN-2026-00252,2026-07-25 04:33:00,41100.0,Tarjeta Debito,Webpay Plus,Colombia,Mobile App Android,0.37,1,0
TXN-2026-00253,2026-02-15 20:21:00,101200.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.15,0,0
TXN-2026-00254,2026-04-27 08:24:00,65800.0,Tarjeta Debito,Webpay Plus,Chile,Web Desktop,0.23,0,0
TXN-2026-00255,2026-05-20 05:06:00,8500.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.15,1,0
TXN-2026-00256,2026-08-09 12:58:00,3400.0,Transferencia Khipu,Webpay Plus,Chile,Mobile App Android,0.39,1,0
TXN-2026-00257,2026-06-30 03:11:00,22700.0,Tarjeta Debito,Getnet,Chile,Mobile App iOS,0.02,0,0
TXN-2026-00258,2026-04-22 23:16:00,109000.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App iOS,0.3,0,0
TXN-2026-00259,2026-07-31 04:44:00,30100.0,Transferencia Khipu,Mercado Pago,Chile,Mobile App iOS,0.06,0,0
TXN-2026-00260,2026-08-28 03:49:00,15000.0,Tarjeta Credito,Getnet,Perú,Mobile App iOS,0.24,0,0
TXN-2026-00261,2026-01-22 05:39:00,3600.0,Tarjeta Debito,Getnet,Chile,Web Desktop,0.33,0,0
TXN-2026-00262,2026-05-27 20:02:00,6600.0,Tarjeta Debito,Mercado Pago,Chile,Web Mobile,0.3,0,0
TXN-2026-00263,2026-05-23 05:30:00,34700.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.02,0,0
TXN-2026-00264,2026-01-02 05:49:00,25400.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App iOS,0.28,1,0
TXN-2026-00265,2026-07-09 11:14:00,22900.0,Tarjeta Debito,Mercado Pago,Chile,Web Mobile,0.07,0,0
TXN-2026-00266,2026-02-12 15:30:00,10000.0,Prepago Digital,Mercado Pago,Chile,Mobile App Android,0.11,0,0
TXN-2026-00267,2026-06-02 01:35:00,6900.0,Tarjeta Credito,Kushki,Perú,Web Desktop,0.38,0,0
TXN-2026-00268,2026-08-29 00:20:00,35200.0,Tarjeta Credito,Kushki,Colombia,Web Mobile,0.71,5,1
TXN-2026-00269,2026-02-16 05:19:00,12500.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.42,0,0
TXN-2026-00270,2026-03-20 12:34:00,130700.0,Tarjeta Credito,Getnet,Chile,Mobile App iOS,0.08,0,0
TXN-2026-00271,2026-02-27 14:33:00,17700.0,Tarjeta Credito,Getnet,Chile,Web Mobile,0.39,1,0
TXN-2026-00272,2026-01-06 07:13:00,75700.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.3,0,0
TXN-2026-00273,2026-01-07 03:42:00,26800.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.1,0,0
TXN-2026-00274,2026-02-19 17:51:00,30500.0,Tarjeta Credito,Mercado Pago,Chile,Web Desktop,0.19,0,0
TXN-2026-00275,2026-04-07 17:55:00,25700.0,Tarjeta Credito,Getnet,Chile,Mobile App Android,0.44,0,0
TXN-2026-00276,2026-07-24 21:10:00,4000.0,Tarjeta Debito,Getnet,Chile,Mobile App Android,0.38,0,0
TXN-2026-00277,2026-01-21 02:19:00,17500.0,Tarjeta Credito,Mercado Pago,Argentina,Web Desktop,0.42,1,0
TXN-2026-00278,2026-01-09 10:35:00,2700.0,Tarjeta Debito,Getnet,Chile,Mobile App iOS,0.24,0,0
TXN-2026-00279,2026-05-18 07:34:00,1100.0,Prepago Digital,Webpay Plus,Chile,Mobile App iOS,0.43,0,0
TXN-2026-00280,2026-07-10 22:01:00,23400.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.24,0,0
TXN-2026-00281,2026-01-31 03:50:00,8700.0,Transferencia Khipu,Getnet,Chile,Mobile App iOS,0.25,0,0
TXN-2026-00282,2026-01-02 21:12:00,17900.0,Transferencia Khipu,Webpay Plus,Chile,Mobile App iOS,0.34,1,0
TXN-2026-00283,2026-08-06 04:00:00,11600.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App iOS,0.36,0,0
TXN-2026-00284,2026-05-06 12:11:00,8500.0,Tarjeta Credito,Getnet,Chile,Mobile App Android,0.23,0,0
TXN-2026-00285,2026-04-22 23:55:00,1700.0,Tarjeta Debito,Getnet,Perú,Mobile App Android,0.01,0,0
TXN-2026-00286,2026-04-10 23:45:00,21400.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.33,1,0
TXN-2026-00287,2026-04-13 08:25:00,46100.0,Tarjeta Debito,Kushki,EE.UU.,Web Mobile,0.39,0,0
TXN-2026-00288,2026-03-11 03:41:00,6400.0,Tarjeta Debito,Getnet,Chile,Web Mobile,0.18,0,0
TXN-2026-00289,2026-06-05 22:28:00,5400.0,Tarjeta Debito,Kushki,Chile,Mobile App iOS,0.11,0,0
TXN-2026-00290,2026-08-22 16:10:00,3500.0,Transferencia Khipu,Webpay Plus,Chile,Web Desktop,0.34,0,0
TXN-2026-00291,2026-07-17 08:05:00,9000.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App iOS,0.32,1,0
TXN-2026-00292,2026-08-14 01:05:00,11600.0,Tarjeta Debito,Getnet,Chile,Mobile App iOS,0.22,0,0
TXN-2026-00293,2026-05-13 00:56:00,249200.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App Android,0.24,0,0
TXN-2026-00294,2026-07-04 07:57:00,28100.0,Tarjeta Credito,Getnet,Chile,Mobile App iOS,0.34,0,0
TXN-2026-00295,2026-06-06 03:57:00,8600.0,Tarjeta Credito,Kushki,Perú,Web Desktop,0.4,0,0
TXN-2026-00296,2026-05-01 11:22:00,22200.0,Prepago Digital,Webpay Plus,Chile,Web Desktop,0.21,0,0
TXN-2026-00297,2026-06-04 04:11:00,31700.0,Tarjeta Credito,Webpay Plus,Chile,Web Mobile,0.28,1,0
TXN-2026-00298,2026-04-17 21:06:00,13600.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App Android,0.07,0,0
TXN-2026-00299,2026-01-14 21:43:00,50300.0,Tarjeta Credito,Kushki,Chile,Mobile App iOS,0.67,3,1
TXN-2026-00300,2026-03-16 12:12:00,26600.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.32,0,0
TXN-2026-00301,2026-07-10 02:13:00,12800.0,Tarjeta Credito,Getnet,Chile,Web Mobile,0.09,0,0
TXN-2026-00302,2026-06-28 00:14:00,26200.0,Tarjeta Debito,Kushki,Chile,Web Mobile,0.89,2,1
TXN-2026-00303,2026-03-31 14:29:00,65000.0,Prepago Digital,Kushki,Chile,Web Desktop,0.05,0,0
TXN-2026-00304,2026-08-18 22:28:00,9200.0,Tarjeta Debito,Kushki,Chile,Mobile App iOS,0.05,0,0
TXN-2026-00305,2026-06-27 11:38:00,4400.0,Prepago Digital,Mercado Pago,Chile,Mobile App Android,0.09,1,0
TXN-2026-00306,2026-04-21 01:38:00,7500.0,Prepago Digital,Mercado Pago,Chile,Mobile App iOS,0.06,0,0
TXN-2026-00307,2026-02-03 07:33:00,33400.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App Android,0.2,0,0
TXN-2026-00308,2026-06-17 11:22:00,17900.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App iOS,0.07,0,0
TXN-2026-00309,2026-04-13 02:44:00,19600.0,Tarjeta Debito,Webpay Plus,Perú,Mobile App Android,0.06,1,0
TXN-2026-00310,2026-05-26 03:23:00,4400.0,Tarjeta Debito,Mercado Pago,Chile,Web Desktop,0.3,0,0
TXN-2026-00311,2026-08-08 02:34:00,14500.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App iOS,0.18,0,0
TXN-2026-00312,2026-06-20 08:24:00,2100.0,Tarjeta Credito,Mercado Pago,Chile,Mobile App iOS,0.36,0,0
TXN-2026-00313,2026-04-19 00:39:00,23900.0,Prepago Digital,Getnet,Chile,Mobile App iOS,0.06,0,0
TXN-2026-00314,2026-07-25 18:01:00,15200.0,Tarjeta Credito,Mercado Pago,Chile,Web Desktop,0.44,0,0
TXN-2026-00315,2026-08-23 20:04:00,2400.0,Transferencia Khipu,Getnet,Chile,Mobile App iOS,0.06,1,0
TXN-2026-00316,2026-03-16 16:27:00,12200.0,Tarjeta Debito,Kushki,Chile,Mobile App iOS,0.45,0,0
TXN-2026-00317,2026-04-30 06:19:00,8000.0,Tarjeta Debito,Mercado Pago,Chile,Web Desktop,0.44,0,0
TXN-2026-00318,2026-03-25 15:54:00,5500.0,Tarjeta Debito,Mercado Pago,Argentina,Mobile App Android,0.21,0,0
TXN-2026-00319,2026-06-11 13:12:00,7000.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.4,0,0
TXN-2026-00320,2026-05-13 20:30:00,11100.0,Transferencia Khipu,Webpay Plus,Chile,Mobile App Android,0.16,0,0
TXN-2026-00321,2026-04-02 19:53:00,43400.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.43,1,0
TXN-2026-00322,2026-05-06 23:50:00,24900.0,Tarjeta Debito,Kushki,Perú,Web Desktop,0.41,1,0
TXN-2026-00323,2026-06-14 21:45:00,108400.0,Tarjeta Debito,Kushki,Argentina,Mobile App Android,0.21,0,0
TXN-2026-00324,2026-04-15 10:16:00,98900.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App Android,0.75,4,1
TXN-2026-00325,2026-03-19 04:40:00,62100.0,Tarjeta Credito,Getnet,Colombia,Web Desktop,0.18,0,0
TXN-2026-00326,2026-03-07 23:35:00,88700.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.7,4,1
TXN-2026-00327,2026-07-18 10:12:00,27900.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.3,0,0
TXN-2026-00328,2026-08-17 12:30:00,6200.0,Tarjeta Credito,Mercado Pago,Chile,Web Desktop,0.31,0,0
TXN-2026-00329,2026-01-19 00:13:00,10500.0,Tarjeta Debito,Getnet,Chile,Web Desktop,0.25,0,0
TXN-2026-00330,2026-01-05 02:00:00,13900.0,Tarjeta Debito,Webpay Plus,Colombia,Web Desktop,0.3,0,0
TXN-2026-00331,2026-01-22 06:08:00,11000.0,Tarjeta Debito,Kushki,Chile,Web Mobile,0.74,3,1
TXN-2026-00332,2026-02-25 00:48:00,184100.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.81,2,1
TXN-2026-00333,2026-04-08 17:07:00,20400.0,Prepago Digital,Mercado Pago,Chile,Mobile App iOS,0.41,0,0
TXN-2026-00334,2026-07-28 20:33:00,5400.0,Tarjeta Credito,Mercado Pago,Chile,Web Desktop,0.14,0,0
TXN-2026-00335,2026-08-09 23:08:00,25700.0,Prepago Digital,Kushki,EE.UU.,Web Mobile,0.37,0,0
TXN-2026-00336,2026-07-04 08:24:00,8400.0,Tarjeta Debito,Kushki,Chile,Mobile App iOS,0.45,0,0
TXN-2026-00337,2026-02-21 09:53:00,10800.0,Prepago Digital,Getnet,Chile,Mobile App iOS,0.06,0,0
TXN-2026-00338,2026-04-10 15:23:00,88500.0,Tarjeta Debito,Getnet,Chile,Web Desktop,0.04,0,0
TXN-2026-00339,2026-01-27 05:51:00,29500.0,Tarjeta Credito,Getnet,Chile,Web Mobile,0.04,0,0
TXN-2026-00340,2026-01-29 19:02:00,8400.0,Tarjeta Debito,Webpay Plus,EE.UU.,Web Desktop,0.26,0,0
TXN-2026-00341,2026-02-23 21:04:00,29600.0,Tarjeta Debito,Kushki,Argentina,Mobile App Android,0.25,0,0
TXN-2026-00342,2026-04-25 18:50:00,8900.0,Tarjeta Credito,Webpay Plus,EE.UU.,Web Mobile,0.16,0,0
TXN-2026-00343,2026-06-14 13:43:00,47700.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App Android,0.23,0,0
TXN-2026-00344,2026-08-21 16:54:00,155200.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.1,0,0
TXN-2026-00345,2026-08-21 04:07:00,44300.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App Android,0.22,1,0
TXN-2026-00346,2026-03-02 01:42:00,4000.0,Prepago Digital,Kushki,Chile,Web Mobile,0.17,0,0
TXN-2026-00347,2026-04-08 18:56:00,101200.0,Tarjeta Debito,Webpay Plus,Chile,Web Desktop,0.17,1,0
TXN-2026-00348,2026-04-08 06:15:00,21200.0,Prepago Digital,Webpay Plus,Chile,Mobile App Android,0.13,1,0
TXN-2026-00349,2026-02-01 10:10:00,98500.0,Tarjeta Credito,Mercado Pago,Chile,Web Desktop,0.41,0,0
TXN-2026-00350,2026-08-06 01:09:00,99300.0,Tarjeta Credito,Getnet,Chile,Mobile App Android,0.76,3,1
TXN-2026-00351,2026-08-04 21:36:00,10400.0,Tarjeta Credito,Kushki,Chile,Mobile App Android,0.25,0,0
TXN-2026-00352,2026-07-05 09:21:00,10900.0,Tarjeta Credito,Kushki,Chile,Mobile App Android,0.3,0,0
TXN-2026-00353,2026-06-15 19:53:00,20200.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App iOS,0.29,0,0
TXN-2026-00354,2026-07-26 08:58:00,11800.0,Tarjeta Debito,Getnet,Chile,Web Desktop,0.13,0,0
TXN-2026-00355,2026-05-02 01:58:00,14000.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App Android,0.05,0,0
TXN-2026-00356,2026-07-09 21:57:00,17600.0,Tarjeta Credito,Getnet,Chile,Mobile App Android,0.36,0,0
TXN-2026-00357,2026-03-24 11:02:00,266900.0,Prepago Digital,Kushki,Colombia,Web Desktop,0.87,4,1
TXN-2026-00358,2026-08-25 23:06:00,32200.0,Tarjeta Credito,Kushki,Chile,Mobile App iOS,0.2,0,0
TXN-2026-00359,2026-03-22 19:07:00,8000.0,Tarjeta Credito,Getnet,EE.UU.,Mobile App Android,0.45,0,0
TXN-2026-00360,2026-07-27 00:26:00,8000.0,Prepago Digital,Getnet,Chile,Web Mobile,0.44,0,0
TXN-2026-00361,2026-02-01 12:18:00,17500.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App Android,0.79,4,1
TXN-2026-00362,2026-01-08 08:27:00,26600.0,Tarjeta Credito,Getnet,EE.UU.,Web Mobile,0.26,0,0
TXN-2026-00363,2026-01-02 15:19:00,35600.0,Tarjeta Credito,Getnet,Chile,Mobile App iOS,0.32,1,0
TXN-2026-00364,2026-05-22 21:23:00,34100.0,Tarjeta Debito,Kushki,Chile,Mobile App iOS,0.03,0,0
TXN-2026-00365,2026-07-25 08:45:00,15800.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.17,0,0
TXN-2026-00366,2026-07-22 10:50:00,21300.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.03,0,0
TXN-2026-00367,2026-02-13 23:05:00,5700.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App iOS,0.24,0,0
TXN-2026-00368,2026-06-02 09:29:00,38800.0,Transferencia Khipu,Mercado Pago,Perú,Web Mobile,0.13,0,0
TXN-2026-00369,2026-01-09 07:36:00,8600.0,Tarjeta Debito,Getnet,Chile,Web Mobile,0.07,0,0
TXN-2026-00370,2026-04-25 08:30:00,7400.0,Tarjeta Debito,Webpay Plus,Chile,Web Mobile,0.27,0,0
TXN-2026-00371,2026-01-21 20:19:00,35100.0,Transferencia Khipu,Getnet,Chile,Web Desktop,0.01,0,0
TXN-2026-00372,2026-01-25 08:47:00,3100.0,Tarjeta Credito,Mercado Pago,Chile,Web Mobile,0.08,0,0
TXN-2026-00373,2026-03-07 12:44:00,31100.0,Prepago Digital,Kushki,Chile,Mobile App Android,0.17,0,0
TXN-2026-00374,2026-01-23 13:48:00,24500.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App iOS,0.28,0,0
TXN-2026-00375,2026-08-01 10:25:00,26000.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.28,1,0
TXN-2026-00376,2026-01-27 02:26:00,18300.0,Tarjeta Debito,Mercado Pago,Colombia,Mobile App iOS,0.03,0,0
TXN-2026-00377,2026-04-10 11:18:00,12200.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App iOS,0.38,0,0
TXN-2026-00378,2026-04-25 17:37:00,13800.0,Tarjeta Debito,Mercado Pago,Chile,Web Mobile,0.18,0,0
TXN-2026-00379,2026-01-04 06:54:00,19500.0,Tarjeta Credito,Kushki,EE.UU.,Mobile App Android,0.42,0,0
TXN-2026-00380,2026-07-16 16:00:00,10000.0,Transferencia Khipu,Mercado Pago,Chile,Web Mobile,0.15,1,0
TXN-2026-00381,2026-06-19 12:46:00,20900.0,Tarjeta Debito,Webpay Plus,Chile,Web Mobile,0.33,0,0
TXN-2026-00382,2026-07-09 08:14:00,80400.0,Tarjeta Debito,Getnet,Chile,Web Mobile,0.36,0,0
TXN-2026-00383,2026-04-16 02:02:00,4900.0,Tarjeta Debito,Getnet,Perú,Mobile App Android,0.19,0,0
TXN-2026-00384,2026-05-12 23:29:00,15600.0,Tarjeta Credito,Mercado Pago,Chile,Mobile App iOS,0.42,0,0
TXN-2026-00385,2026-05-27 21:27:00,8000.0,Prepago Digital,Webpay Plus,Chile,Mobile App iOS,0.37,0,0
TXN-2026-00386,2026-01-21 16:51:00,12600.0,Transferencia Khipu,Mercado Pago,Chile,Mobile App Android,0.05,0,0
TXN-2026-00387,2026-07-17 01:37:00,30800.0,Prepago Digital,Mercado Pago,Chile,Web Mobile,0.21,0,0
TXN-2026-00388,2026-08-11 21:48:00,166800.0,Prepago Digital,Getnet,Argentina,Mobile App iOS,0.05,0,0
TXN-2026-00389,2026-06-28 08:41:00,28400.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App iOS,0.39,0,0
TXN-2026-00390,2026-06-23 22:29:00,5100.0,Prepago Digital,Mercado Pago,Chile,Web Desktop,0.2,1,0
TXN-2026-00391,2026-03-04 08:46:00,23700.0,Tarjeta Debito,Mercado Pago,Chile,Web Desktop,0.38,0,0
TXN-2026-00392,2026-05-27 22:17:00,122600.0,Tarjeta Debito,Getnet,Chile,Mobile App Android,0.39,0,0
TXN-2026-00393,2026-02-12 09:18:00,13600.0,Tarjeta Debito,Kushki,EE.UU.,Mobile App Android,0.19,1,0
TXN-2026-00394,2026-07-11 06:35:00,8100.0,Tarjeta Credito,Webpay Plus,Perú,Web Desktop,0.1,0,0
TXN-2026-00395,2026-08-22 08:23:00,7700.0,Tarjeta Credito,Getnet,Chile,Web Mobile,0.09,0,0
TXN-2026-00396,2026-03-18 23:30:00,15500.0,Tarjeta Credito,Getnet,Chile,Web Desktop,0.24,0,0
TXN-2026-00397,2026-01-28 20:52:00,10400.0,Prepago Digital,Mercado Pago,Colombia,Mobile App Android,0.3,1,0
TXN-2026-00398,2026-06-06 17:08:00,6600.0,Tarjeta Credito,Webpay Plus,Chile,Web Mobile,0.13,0,0
TXN-2026-00399,2026-07-14 23:59:00,12000.0,Tarjeta Credito,Mercado Pago,EE.UU.,Web Mobile,0.28,0,0
TXN-2026-00400,2026-08-16 14:14:00,225500.0,Prepago Digital,Kushki,Perú,Web Desktop,0.22,1,0
TXN-2026-00401,2026-05-30 18:42:00,13700.0,Tarjeta Debito,Kushki,Chile,Web Mobile,0.07,0,0
TXN-2026-00402,2026-01-06 05:16:00,24900.0,Tarjeta Debito,Getnet,Chile,Mobile App iOS,0.02,0,0
TXN-2026-00403,2026-03-17 07:10:00,6300.0,Tarjeta Credito,Mercado Pago,Chile,Mobile App iOS,0.04,0,0
TXN-2026-00404,2026-06-11 02:33:00,13700.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App iOS,0.02,0,0
TXN-2026-00405,2026-01-09 11:00:00,12800.0,Tarjeta Credito,Getnet,Chile,Mobile App iOS,0.34,0,0
TXN-2026-00406,2026-01-29 02:00:00,10600.0,Tarjeta Debito,Kushki,Chile,Web Mobile,0.11,1,0
TXN-2026-00407,2026-06-24 08:01:00,8900.0,Tarjeta Debito,Webpay Plus,Argentina,Mobile App Android,0.39,0,0
TXN-2026-00408,2026-06-23 09:59:00,4800.0,Tarjeta Credito,Kushki,Chile,Mobile App Android,0.22,0,0
TXN-2026-00409,2026-03-10 20:27:00,25600.0,Tarjeta Debito,Webpay Plus,Chile,Mobile App Android,0.2,1,0
TXN-2026-00410,2026-07-16 08:52:00,38900.0,Tarjeta Debito,Getnet,Chile,Web Mobile,0.02,0,0
TXN-2026-00411,2026-07-01 01:07:00,22300.0,Prepago Digital,Mercado Pago,Chile,Web Mobile,0.31,0,0
TXN-2026-00412,2026-02-20 05:03:00,51600.0,Tarjeta Credito,Mercado Pago,Colombia,Web Desktop,0.28,0,0
TXN-2026-00413,2026-05-26 08:05:00,51100.0,Tarjeta Credito,Mercado Pago,Chile,Web Desktop,0.27,0,0
TXN-2026-00414,2026-08-21 18:41:00,2900.0,Tarjeta Credito,Kushki,Chile,Web Desktop,0.19,0,0
TXN-2026-00415,2026-02-19 07:25:00,76000.0,Prepago Digital,Mercado Pago,Colombia,Mobile App Android,0.28,0,0
TXN-2026-00416,2026-03-18 23:20:00,24900.0,Tarjeta Credito,Webpay Plus,Chile,Web Desktop,0.38,0,0
TXN-2026-00417,2026-05-05 19:14:00,71400.0,Tarjeta Credito,Webpay Plus,Chile,Mobile App Android,0.26,0,0
TXN-2026-00418,2026-03-14 13:19:00,181600.0,Prepago Digital,Mercado Pago,Chile,Web Desktop,0.84,5,1
TXN-2026-00419,2026-01-03 07:09:00,37300.0,Tarjeta Debito,Webpay Plus,Perú,Web Mobile,0.12,0,0
TXN-2026-00420,2026-01-29 12:55:00,15400.0,Prepago Digital,Kushki,Chile,Mobile App Android,0.04,0,0
TXN-2026-00421,2026-03-10 00:18:00,9000.0,Transferencia Khipu,Getnet,Chile,Mobile App iOS,0.23,1,0
TXN-2026-00422,2026-07-02 04:39:00,3000.0,Tarjeta Credito,Getnet,Chile,Web Desktop,0.24,1,0
TXN-2026-00423,2026-02-27 01:07:00,3700.0,Tarjeta Debito,Mercado Pago,Chile,Mobile App iOS,0.11,0,0
TXN-2026-00424,2026-08-23 00:20:00,4600.0,Tarjeta Credito,Webpay Plus,Chile,Web Mobile,0.33,0,0
TXN-2026-00425,2026-06-21 13:19:00,17000.0,Tarjeta Credito,Getnet,Colombia,Mobile App Android,0.23,0,0
TXN-2026-00426,2026-02-28 01:14:00,61500.0,Transferencia Khipu,Webpay Plus,Chile,Web Mobile,0.17,0,0
TXN-2026-00427,2026-08-09 03:01:00,15700.0,Tarjeta Debito,Kushki,Chile,Web Desktop,0.13,0,0
TXN-2026-00428,2026-06-26 23:41:00,40100.0,Tarjeta Credito,Kushki,Chile,Web Mobile,0.11,0,0
TXN-2026-00429,2026-08-23 17:07:00,20900.0,Transferencia Khipu,Kushki,Chile,Web Mobile,0.26,0,0
TXN-2026-00430,2026-06-23 19:44:00,16600.0,Tarjeta Credito,Getnet,Chile,Mobile App iOS,0.33,0,0
