ID_Envio,Fecha_Despacho,Comuna_Destino,Distancia_KM,Tiempo_Prometido_Hrs,Tiempo_Real_Hrs,Estado_Entrega,Motivo_Falla,Tipo_Vehiculo,Costo_Envio_CLP
ENV-2026-00189,2026-08-22 17:32:00,Santiago,23.8,24.0,15.9,Entregado a Tiempo,Sin Falla,Motocicleta,6400.0
ENV-2026-00190,2026-07-10 10:49:00,La Florida,29.4,12.0,16.3,Fallido,Zona Inaccesible,Motocicleta,7900.0
ENV-2026-00191,2026-07-06 09:00:00,Puente Alto,10.4,24.0,37.3,Fallido,Cliente Ausente,Camión 3.5T,4600.0
ENV-2026-00192,2026-07-04 20:20:00,Santiago,19.1,24.0,25.7,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5700.0
ENV-2026-00193,2026-08-18 22:00:00,Santiago,15.7,24.0,30.8,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,5400.0
ENV-2026-00194,2026-07-17 19:29:00,Las Condes,7.1,12.0,9.7,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,4600.0
ENV-2026-00195,2026-08-12 12:58:00,Quilicura,21.2,24.0,16.0,Entregado a Tiempo,Sin Falla,Motocicleta,6000.0
ENV-2026-00196,2026-08-19 00:31:00,Puente Alto,34.2,12.0,11.5,Entregado a Tiempo,Sin Falla,Motocicleta,8100.0
ENV-2026-00197,2026-07-30 10:57:00,San Bernardo,16.8,24.0,37.4,Fallido,Tráfico/Congestión,Camión 3.5T,5700.0
ENV-2026-00198,2026-08-25 18:22:00,Puente Alto,8.0,12.0,18.9,Fallido,Cliente Ausente,Furgón 1.5T,4500.0
ENV-2026-00199,2026-07-23 06:32:00,Pudahuel,4.3,12.0,14.4,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,4000.0
ENV-2026-00200,2026-07-13 13:21:00,Maipú,30.3,24.0,21.0,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7900.0
ENV-2026-00201,2026-08-18 00:17:00,Maipú,17.0,24.0,17.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5500.0
ENV-2026-00202,2026-07-27 00:22:00,La Florida,25.2,24.0,27.0,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,6900.0
ENV-2026-00203,2026-08-01 16:35:00,Maipú,16.3,24.0,22.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5300.0
ENV-2026-00204,2026-08-20 08:45:00,Quilicura,29.2,24.0,32.1,Fallido,Cliente Ausente,Furgón 1.5T,7800.0
ENV-2026-00205,2026-08-14 03:21:00,Maipú,16.1,48.0,84.6,Fallido,Dirección Incorrecta,Motocicleta,5900.0
ENV-2026-00206,2026-07-29 13:25:00,Las Condes,13.9,48.0,65.3,Fallido,Dirección Incorrecta,Furgón Eléctrico,5500.0
ENV-2026-00207,2026-07-17 17:41:00,Santiago,17.3,48.0,54.4,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,6000.0
ENV-2026-00208,2026-08-24 05:45:00,Santiago,31.1,12.0,12.5,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7500.0
ENV-2026-00209,2026-07-20 00:39:00,Santiago,13.3,24.0,26.8,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5200.0
ENV-2026-00210,2026-08-02 15:17:00,Maipú,12.3,24.0,41.7,Fallido,Dirección Incorrecta,Motocicleta,4800.0
ENV-2026-00211,2026-08-17 12:48:00,Pudahuel,7.1,24.0,16.2,Entregado a Tiempo,Sin Falla,Motocicleta,3900.0
ENV-2026-00212,2026-08-10 01:49:00,Las Condes,5.8,48.0,45.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4000.0
ENV-2026-00213,2026-08-09 19:15:00,Puente Alto,23.6,24.0,33.9,Fallido,Dirección Incorrecta,Camión 3.5T,6900.0
ENV-2026-00214,2026-07-28 21:15:00,Las Condes,8.4,24.0,18.3,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,4700.0
ENV-2026-00215,2026-07-25 22:41:00,Pudahuel,16.9,12.0,14.2,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5600.0
ENV-2026-00216,2026-07-08 23:41:00,Las Condes,12.7,48.0,72.7,Fallido,Tráfico/Congestión,Furgón 1.5T,5300.0
ENV-2026-00217,2026-08-10 18:34:00,San Bernardo,27.5,48.0,47.9,Entregado a Tiempo,Sin Falla,Camión 3.5T,7300.0
ENV-2026-00218,2026-08-27 16:36:00,Maipú,10.6,24.0,43.3,Fallido,Dirección Incorrecta,Furgón 1.5T,4700.0
ENV-2026-00219,2026-08-08 09:08:00,Pudahuel,15.7,24.0,25.8,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5600.0
ENV-2026-00220,2026-08-13 03:14:00,Pudahuel,22.2,24.0,19.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6200.0
ENV-2026-00221,2026-07-15 03:39:00,Santiago,11.3,24.0,30.4,Entregado con Atraso,Cliente Ausente,Furgón Eléctrico,4600.0
ENV-2026-00222,2026-08-10 02:56:00,Quilicura,18.2,24.0,19.1,Entregado a Tiempo,Sin Falla,Camión 3.5T,5700.0
ENV-2026-00223,2026-08-09 01:02:00,Pudahuel,19.7,24.0,14.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5800.0
ENV-2026-00224,2026-08-09 15:13:00,Santiago,33.8,24.0,19.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8000.0
ENV-2026-00225,2026-08-21 15:48:00,Maipú,14.3,24.0,40.4,Fallido,Dirección Incorrecta,Camión 3.5T,5400.0
ENV-2026-00226,2026-08-14 20:18:00,Quilicura,5.4,48.0,49.2,Entregado con Atraso,Cliente Ausente,Motocicleta,4200.0
ENV-2026-00227,2026-08-18 17:11:00,Puente Alto,34.5,12.0,14.8,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8000.0
ENV-2026-00228,2026-07-05 18:00:00,Pudahuel,31.6,12.0,12.5,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,8000.0
ENV-2026-00229,2026-08-08 05:48:00,Las Condes,22.6,48.0,28.4,Entregado a Tiempo,Sin Falla,Motocicleta,6600.0
ENV-2026-00230,2026-07-09 22:31:00,Las Condes,14.5,24.0,11.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5100.0
ENV-2026-00231,2026-08-27 09:35:00,San Bernardo,8.8,24.0,43.9,Fallido,Cliente Ausente,Furgón 1.5T,4600.0
ENV-2026-00232,2026-07-21 22:50:00,Puente Alto,30.4,12.0,13.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8000.0
ENV-2026-00233,2026-08-21 14:34:00,Santiago,19.1,24.0,22.7,Entregado a Tiempo,Sin Falla,Motocicleta,6200.0
ENV-2026-00234,2026-07-24 17:15:00,Maipú,25.0,24.0,23.1,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7100.0
ENV-2026-00235,2026-07-22 16:14:00,Maipú,24.2,12.0,19.8,Fallido,Zona Inaccesible,Furgón 1.5T,6700.0
ENV-2026-00236,2026-08-08 22:51:00,Pudahuel,14.1,48.0,50.8,Entregado con Atraso,Cliente Ausente,Motocicleta,4900.0
ENV-2026-00237,2026-08-05 04:35:00,San Bernardo,33.7,12.0,8.0,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,8500.0
ENV-2026-00238,2026-07-30 04:19:00,San Bernardo,12.8,24.0,9.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4800.0
ENV-2026-00239,2026-07-27 18:48:00,La Florida,3.7,24.0,35.5,Fallido,Dirección Incorrecta,Furgón 1.5T,3800.0
ENV-2026-00240,2026-08-07 21:38:00,San Bernardo,26.1,48.0,44.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7100.0
ENV-2026-00241,2026-08-13 01:14:00,Pudahuel,5.2,24.0,23.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4000.0
ENV-2026-00242,2026-07-14 01:00:00,Las Condes,13.9,12.0,9.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5500.0
ENV-2026-00243,2026-08-08 17:03:00,Quilicura,12.4,24.0,24.1,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4900.0
ENV-2026-00244,2026-08-28 06:08:00,Puente Alto,3.1,24.0,63.3,Fallido,Cliente Ausente,Furgón 1.5T,3800.0
ENV-2026-00245,2026-08-25 02:28:00,Las Condes,3.3,12.0,14.8,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,3900.0
ENV-2026-00246,2026-07-31 11:35:00,Maipú,14.6,24.0,30.7,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5500.0
ENV-2026-00247,2026-07-23 19:07:00,San Bernardo,27.4,24.0,32.3,Fallido,Cliente Ausente,Furgón 1.5T,7400.0
ENV-2026-00248,2026-08-29 06:22:00,Quilicura,8.5,24.0,18.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4700.0
ENV-2026-00249,2026-07-20 17:21:00,Las Condes,19.6,24.0,41.7,Fallido,Dirección Incorrecta,Furgón 1.5T,6100.0
ENV-2026-00250,2026-07-16 03:24:00,Maipú,11.6,24.0,22.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5200.0
ENV-2026-00251,2026-08-01 18:52:00,Puente Alto,13.5,24.0,21.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5400.0
ENV-2026-00252,2026-07-31 03:45:00,Santiago,29.4,24.0,21.4,Entregado a Tiempo,Sin Falla,Camión 3.5T,7900.0
ENV-2026-00253,2026-07-17 14:32:00,La Florida,11.5,12.0,8.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4800.0
ENV-2026-00254,2026-07-10 06:25:00,San Bernardo,25.6,12.0,5.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6900.0
ENV-2026-00255,2026-07-15 16:30:00,Puente Alto,24.1,48.0,38.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6900.0
ENV-2026-00256,2026-08-26 10:23:00,Quilicura,22.7,24.0,25.6,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,6700.0
ENV-2026-00257,2026-08-09 13:02:00,Las Condes,9.5,24.0,17.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4600.0
ENV-2026-00258,2026-08-28 11:43:00,San Bernardo,30.2,48.0,70.7,Fallido,Tráfico/Congestión,Motocicleta,8000.0
ENV-2026-00259,2026-07-07 17:40:00,Puente Alto,28.9,24.0,19.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7600.0
ENV-2026-00260,2026-07-21 10:29:00,La Florida,22.0,24.0,25.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6400.0
ENV-2026-00261,2026-07-27 16:25:00,Santiago,5.9,12.0,17.5,Fallido,Dirección Incorrecta,Furgón 1.5T,4000.0
ENV-2026-00262,2026-08-09 23:08:00,Las Condes,13.5,48.0,36.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5300.0
ENV-2026-00263,2026-07-10 07:34:00,Santiago,21.6,24.0,45.5,Fallido,Cliente Ausente,Motocicleta,6500.0
ENV-2026-00264,2026-07-17 16:11:00,Maipú,34.7,24.0,35.0,Fallido,Dirección Incorrecta,Motocicleta,8200.0
ENV-2026-00265,2026-07-05 18:37:00,Quilicura,26.1,24.0,23.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6900.0
ENV-2026-00266,2026-07-10 10:58:00,La Florida,28.8,12.0,8.8,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7700.0
ENV-2026-00267,2026-07-03 20:56:00,La Florida,7.7,24.0,29.1,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,4400.0
ENV-2026-00268,2026-07-17 22:44:00,Las Condes,13.3,24.0,57.2,Fallido,Cliente Ausente,Camión 3.5T,5200.0
ENV-2026-00269,2026-08-08 15:10:00,Maipú,14.9,48.0,65.9,Fallido,Cliente Ausente,Furgón 1.5T,5200.0
ENV-2026-00270,2026-08-17 18:10:00,Maipú,7.0,24.0,30.7,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,4300.0
ENV-2026-00271,2026-08-25 06:30:00,Pudahuel,26.9,24.0,11.6,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7300.0
ENV-2026-00272,2026-08-09 00:31:00,Maipú,27.3,24.0,18.4,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7300.0
ENV-2026-00273,2026-07-11 07:20:00,La Florida,13.1,48.0,35.3,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5100.0
ENV-2026-00274,2026-07-02 21:59:00,Quilicura,22.3,12.0,21.1,Fallido,Cliente Ausente,Furgón 1.5T,6800.0
ENV-2026-00275,2026-07-03 17:54:00,San Bernardo,7.9,48.0,111.7,Fallido,Dirección Incorrecta,Motocicleta,4100.0
ENV-2026-00276,2026-08-26 23:19:00,Las Condes,16.0,48.0,45.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5300.0
ENV-2026-00277,2026-07-26 03:26:00,Pudahuel,9.8,24.0,21.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4400.0
ENV-2026-00278,2026-08-19 12:54:00,Quilicura,34.9,24.0,27.1,Entregado con Atraso,Cliente Ausente,Furgón Eléctrico,8100.0
ENV-2026-00279,2026-07-11 04:53:00,Pudahuel,18.0,12.0,6.8,Entregado a Tiempo,Sin Falla,Motocicleta,5600.0
ENV-2026-00280,2026-08-16 00:44:00,Quilicura,31.5,48.0,39.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7600.0
ENV-2026-00281,2026-08-20 16:39:00,Las Condes,8.5,48.0,22.4,Entregado a Tiempo,Sin Falla,Motocicleta,4500.0
ENV-2026-00282,2026-07-06 10:03:00,Pudahuel,32.7,12.0,14.1,Entregado con Atraso,Tráfico/Congestión,Motocicleta,7800.0
ENV-2026-00283,2026-07-26 13:39:00,Puente Alto,25.2,24.0,30.7,Entregado con Atraso,Tráfico/Congestión,Motocicleta,6800.0
ENV-2026-00284,2026-07-04 10:03:00,Pudahuel,9.9,48.0,88.5,Fallido,Zona Inaccesible,Furgón Eléctrico,4900.0
ENV-2026-00285,2026-08-28 08:02:00,La Florida,22.2,12.0,15.1,Entregado con Atraso,Cliente Ausente,Motocicleta,6200.0
ENV-2026-00286,2026-07-16 17:25:00,Las Condes,27.0,24.0,75.4,Fallido,Zona Inaccesible,Furgón 1.5T,7200.0
ENV-2026-00287,2026-08-14 03:09:00,La Florida,21.4,12.0,9.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6200.0
ENV-2026-00288,2026-07-31 03:27:00,San Bernardo,25.6,24.0,25.3,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,7100.0
ENV-2026-00289,2026-07-06 06:03:00,San Bernardo,26.0,48.0,55.7,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7000.0
ENV-2026-00290,2026-07-18 10:00:00,Santiago,26.9,48.0,31.0,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6900.0
ENV-2026-00291,2026-08-28 16:13:00,Santiago,29.0,24.0,29.0,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7700.0
ENV-2026-00292,2026-07-12 00:34:00,San Bernardo,3.2,48.0,36.6,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,3400.0
ENV-2026-00293,2026-07-06 06:01:00,La Florida,6.4,24.0,17.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4300.0
ENV-2026-00294,2026-07-28 02:56:00,La Florida,22.0,48.0,52.0,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6400.0
ENV-2026-00295,2026-07-16 04:41:00,Las Condes,10.7,24.0,27.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4700.0
ENV-2026-00296,2026-08-09 16:47:00,Quilicura,31.1,48.0,70.7,Fallido,Cliente Ausente,Furgón 1.5T,7900.0
ENV-2026-00297,2026-07-27 12:56:00,Quilicura,18.5,12.0,7.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6200.0
ENV-2026-00298,2026-07-08 18:06:00,Quilicura,13.7,12.0,15.2,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,5200.0
ENV-2026-00299,2026-07-09 04:00:00,La Florida,14.8,24.0,17.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5600.0
ENV-2026-00300,2026-08-09 16:32:00,Puente Alto,25.3,24.0,27.1,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,6800.0
ENV-2026-00301,2026-07-03 09:05:00,La Florida,9.1,12.0,10.0,Entregado a Tiempo,Sin Falla,Motocicleta,4800.0
ENV-2026-00302,2026-07-05 17:46:00,Santiago,33.5,24.0,24.2,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8100.0
ENV-2026-00303,2026-08-05 00:38:00,Santiago,5.8,12.0,12.8,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4200.0
ENV-2026-00304,2026-08-05 04:18:00,Las Condes,27.3,24.0,22.4,Entregado a Tiempo,Sin Falla,Camión 3.5T,7200.0
ENV-2026-00305,2026-07-30 17:03:00,Las Condes,14.1,24.0,17.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5500.0
ENV-2026-00306,2026-07-19 07:29:00,Pudahuel,34.8,48.0,38.1,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,8600.0
ENV-2026-00307,2026-08-04 15:19:00,Quilicura,33.7,12.0,9.9,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,8300.0
ENV-2026-00308,2026-07-27 16:41:00,La Florida,26.5,24.0,37.4,Fallido,Cliente Ausente,Furgón Eléctrico,6900.0
ENV-2026-00309,2026-08-17 19:31:00,Maipú,11.7,48.0,46.2,Entregado a Tiempo,Sin Falla,Motocicleta,5100.0
ENV-2026-00310,2026-08-13 20:02:00,Puente Alto,23.1,48.0,41.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6500.0
ENV-2026-00311,2026-08-04 07:41:00,La Florida,24.4,24.0,29.3,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,6900.0
ENV-2026-00312,2026-07-16 18:55:00,Las Condes,6.2,24.0,40.1,Fallido,Dirección Incorrecta,Camión 3.5T,4000.0
ENV-2026-00313,2026-08-24 05:47:00,Puente Alto,5.9,48.0,66.4,Fallido,Dirección Incorrecta,Furgón Eléctrico,4300.0
ENV-2026-00314,2026-08-11 08:56:00,Maipú,9.2,48.0,83.7,Fallido,Tráfico/Congestión,Motocicleta,4900.0
ENV-2026-00315,2026-08-18 03:36:00,Las Condes,32.7,24.0,20.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7900.0
ENV-2026-00316,2026-07-30 13:58:00,Santiago,19.7,48.0,77.8,Fallido,Tráfico/Congestión,Camión 3.5T,6200.0
ENV-2026-00317,2026-08-15 02:14:00,Puente Alto,15.4,48.0,42.5,Entregado a Tiempo,Sin Falla,Motocicleta,5600.0
ENV-2026-00318,2026-08-13 18:59:00,La Florida,33.0,12.0,19.2,Fallido,Dirección Incorrecta,Motocicleta,8100.0
ENV-2026-00319,2026-08-09 05:09:00,Quilicura,3.5,48.0,120.9,Fallido,Tráfico/Congestión,Furgón 1.5T,3400.0
ENV-2026-00320,2026-07-01 12:54:00,Maipú,12.1,48.0,111.7,Fallido,Dirección Incorrecta,Motocicleta,4700.0
ENV-2026-00321,2026-08-27 19:03:00,San Bernardo,22.9,48.0,110.4,Fallido,Tráfico/Congestión,Motocicleta,6500.0
ENV-2026-00322,2026-07-05 10:36:00,Puente Alto,8.1,12.0,13.9,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,4200.0
ENV-2026-00323,2026-07-06 03:28:00,Las Condes,19.2,24.0,37.6,Fallido,Tráfico/Congestión,Furgón 1.5T,6300.0
ENV-2026-00324,2026-08-15 09:03:00,Santiago,6.6,48.0,43.1,Entregado a Tiempo,Sin Falla,Motocicleta,4000.0
ENV-2026-00325,2026-08-07 22:12:00,La Florida,22.4,24.0,38.2,Fallido,Dirección Incorrecta,Furgón 1.5T,6200.0
ENV-2026-00326,2026-07-22 00:47:00,Quilicura,8.1,12.0,11.7,Entregado a Tiempo,Sin Falla,Motocicleta,4100.0
ENV-2026-00327,2026-08-27 03:12:00,Quilicura,18.7,24.0,49.9,Fallido,Cliente Ausente,Furgón 1.5T,6300.0
ENV-2026-00328,2026-07-08 01:19:00,Quilicura,32.8,24.0,19.0,Entregado a Tiempo,Sin Falla,Motocicleta,8300.0
ENV-2026-00329,2026-08-29 21:42:00,Santiago,32.8,24.0,17.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8100.0
ENV-2026-00330,2026-07-04 06:35:00,Pudahuel,9.0,48.0,50.1,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,4500.0
ENV-2026-00331,2026-08-24 04:48:00,San Bernardo,18.1,48.0,34.2,Entregado a Tiempo,Sin Falla,Motocicleta,5600.0
ENV-2026-00332,2026-07-23 17:31:00,Quilicura,13.6,24.0,78.0,Fallido,Cliente Ausente,Furgón 1.5T,5400.0
ENV-2026-00333,2026-08-02 16:37:00,La Florida,15.6,24.0,16.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5800.0
ENV-2026-00334,2026-08-19 21:35:00,Maipú,13.2,24.0,56.4,Fallido,Cliente Ausente,Furgón 1.5T,5300.0
ENV-2026-00335,2026-08-25 12:53:00,Quilicura,22.0,24.0,47.3,Fallido,Cliente Ausente,Motocicleta,6500.0
ENV-2026-00336,2026-07-22 01:51:00,Quilicura,5.7,24.0,25.1,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,4300.0
ENV-2026-00337,2026-08-09 03:11:00,Maipú,20.3,24.0,32.5,Fallido,Dirección Incorrecta,Motocicleta,5900.0
ENV-2026-00338,2026-08-24 00:27:00,Puente Alto,22.4,12.0,10.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6400.0
ENV-2026-00339,2026-07-03 12:52:00,Santiago,32.9,24.0,16.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8400.0
ENV-2026-00340,2026-08-13 03:18:00,Santiago,8.0,24.0,35.0,Fallido,Cliente Ausente,Furgón Eléctrico,4300.0
ENV-2026-00341,2026-07-07 02:23:00,Las Condes,19.0,24.0,22.4,Entregado a Tiempo,Sin Falla,Camión 3.5T,6100.0
ENV-2026-00342,2026-08-03 21:42:00,Pudahuel,26.7,48.0,58.1,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,7000.0
ENV-2026-00343,2026-08-12 17:25:00,La Florida,34.9,48.0,44.9,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,8200.0
ENV-2026-00344,2026-07-18 06:46:00,Santiago,27.7,12.0,11.6,Entregado a Tiempo,Sin Falla,Motocicleta,7400.0
ENV-2026-00345,2026-07-13 10:38:00,Pudahuel,7.4,24.0,18.2,Entregado a Tiempo,Sin Falla,Camión 3.5T,4300.0
ENV-2026-00346,2026-07-06 12:17:00,La Florida,22.4,24.0,8.7,Entregado a Tiempo,Sin Falla,Motocicleta,6500.0
ENV-2026-00347,2026-07-24 02:17:00,La Florida,19.4,24.0,20.2,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6200.0
ENV-2026-00348,2026-07-11 10:11:00,La Florida,33.9,48.0,57.6,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,8000.0
ENV-2026-00349,2026-07-12 17:38:00,San Bernardo,11.1,12.0,15.3,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,4600.0
ENV-2026-00350,2026-08-28 10:41:00,Santiago,7.5,12.0,11.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4100.0
ENV-2026-00351,2026-08-04 16:14:00,Pudahuel,13.9,48.0,61.5,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5000.0
ENV-2026-00352,2026-07-16 03:28:00,Santiago,17.9,24.0,35.1,Fallido,Dirección Incorrecta,Camión 3.5T,6100.0
ENV-2026-00353,2026-07-24 17:19:00,Pudahuel,23.6,24.0,13.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6800.0
ENV-2026-00354,2026-07-06 11:13:00,Puente Alto,32.2,12.0,10.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7900.0
ENV-2026-00355,2026-07-21 02:08:00,Las Condes,31.7,24.0,17.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8200.0
ENV-2026-00356,2026-08-29 17:30:00,La Florida,14.3,24.0,12.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5400.0
ENV-2026-00357,2026-08-10 21:17:00,Puente Alto,31.6,24.0,32.4,Fallido,Cliente Ausente,Furgón 1.5T,8200.0
ENV-2026-00358,2026-07-18 18:39:00,Maipú,22.2,24.0,20.4,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6300.0
ENV-2026-00359,2026-08-19 03:35:00,Pudahuel,10.2,12.0,16.3,Fallido,Zona Inaccesible,Camión 3.5T,4500.0
ENV-2026-00360,2026-07-13 23:45:00,Pudahuel,4.0,24.0,19.5,Entregado a Tiempo,Sin Falla,Motocicleta,3700.0
ENV-2026-00361,2026-07-28 15:22:00,Puente Alto,4.1,12.0,14.8,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,4100.0
ENV-2026-00362,2026-08-18 16:00:00,Maipú,24.1,24.0,26.9,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,6800.0
ENV-2026-00363,2026-07-04 05:55:00,San Bernardo,34.9,24.0,31.5,Fallido,Cliente Ausente,Furgón 1.5T,8300.0
ENV-2026-00364,2026-07-24 09:33:00,Maipú,5.7,24.0,19.5,Entregado a Tiempo,Sin Falla,Camión 3.5T,4000.0
ENV-2026-00365,2026-07-19 00:44:00,Las Condes,25.7,48.0,40.6,Entregado a Tiempo,Sin Falla,Camión 3.5T,6900.0
ENV-2026-00366,2026-07-06 23:34:00,Santiago,8.0,24.0,19.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4200.0
ENV-2026-00367,2026-08-25 12:47:00,Quilicura,29.3,12.0,18.7,Fallido,Dirección Incorrecta,Furgón 1.5T,7700.0
ENV-2026-00368,2026-07-13 03:26:00,Quilicura,12.4,24.0,9.8,Entregado a Tiempo,Sin Falla,Camión 3.5T,5400.0
ENV-2026-00369,2026-08-23 08:44:00,Santiago,31.2,24.0,33.9,Fallido,Dirección Incorrecta,Furgón 1.5T,7700.0
ENV-2026-00370,2026-08-21 05:55:00,Santiago,9.3,48.0,32.8,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,4500.0
ENV-2026-00371,2026-08-01 13:05:00,Pudahuel,25.0,24.0,24.7,Entregado con Atraso,Cliente Ausente,Motocicleta,7000.0
ENV-2026-00372,2026-07-16 23:30:00,Maipú,19.4,24.0,22.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6400.0
ENV-2026-00373,2026-08-18 04:33:00,Las Condes,29.0,48.0,121.4,Fallido,Dirección Incorrecta,Motocicleta,7200.0
ENV-2026-00374,2026-07-02 04:45:00,Maipú,31.2,12.0,15.6,Entregado con Atraso,Tráfico/Congestión,Motocicleta,8000.0
ENV-2026-00375,2026-08-16 15:21:00,Pudahuel,4.5,12.0,13.0,Entregado con Atraso,Cliente Ausente,Motocicleta,3500.0
ENV-2026-00376,2026-08-12 12:21:00,Pudahuel,10.7,48.0,59.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4900.0
ENV-2026-00377,2026-08-14 02:32:00,Puente Alto,5.5,24.0,17.5,Entregado a Tiempo,Sin Falla,Motocicleta,3900.0
