ID_Orden,Fecha,Region,Canal_Venta,Categoria,Producto,Precio_Unitario_USD,Cantidad,Descuento,Venta_Total_USD
ORD-00224,2024-09-20,Antofagasta,App Móvil,Periféricos,Audífonos Noise Cancelling,654.0,6,0.15,3335.4
ORD-00225,2024-11-18,Valparaíso,App Móvil,Periféricos,Audífonos Noise Cancelling,284.0,7,0.0,1988.0
ORD-00226,2024-09-14,Antofagasta,Sitio Web,Periféricos,Mouse Inalámbrico Pro,716.0,3,0.0,2148.0
ORD-00227,2024-01-23,Biobío,App Móvil,Monitores,Monitor Gaming 144Hz 27',810.0,2,0.1,1458.0
ORD-00228,2024-07-13,Antofagasta,Sitio Web,Periféricos,Audífonos Noise Cancelling,1055.0,5,0.0,5275.0
ORD-00229,2024-06-19,Valparaíso,Marketplace,Monitores,Monitor 4K 32' UltraWide,1012.0,1,0.15,860.2
ORD-00230,2024-10-02,Biobío,Sitio Web,Notebooks,Laptop Gamer i7 16GB,645.0,7,0.0,4515.0
ORD-00231,2024-02-22,RM Santiago,App Móvil,Monitores,Monitor 4K 32' UltraWide,781.0,7,0.1,4920.3
ORD-00232,2024-12-17,Antofagasta,App Móvil,Notebooks,MacBook Pro M3,515.0,1,0.1,463.5
ORD-00233,2024-08-09,Biobío,Sitio Web,Monitores,Monitor Gaming 144Hz 27',733.0,6,0.05,4178.1
ORD-00234,2024-04-02,Biobío,Marketplace,Periféricos,Mouse Inalámbrico Pro,791.0,6,0.15,4034.1
ORD-00235,2024-01-30,Biobío,Sitio Web,Periféricos,Teclado Mecánico RGB,127.0,6,0.0,762.0
ORD-00236,2024-01-11,Biobío,Marketplace,Notebooks,Ultrabook Ryzen 7,312.0,4,0.1,1123.2
ORD-00237,2024-01-03,Antofagasta,Marketplace,Notebooks,Laptop Gamer i7 16GB,977.0,5,0.0,4885.0
ORD-00238,2024-07-10,RM Santiago,App Móvil,Monitores,Monitor Gaming 144Hz 27',908.0,5,0.05,4313.0
ORD-00239,2024-12-08,Valparaíso,Sitio Web,Periféricos,Mouse Inalámbrico Pro,836.0,6,0.1,4514.4
ORD-00240,2024-12-21,Biobío,Sitio Web,Periféricos,Audífonos Noise Cancelling,1065.0,2,0.05,2023.5
ORD-00241,2024-08-07,Valparaíso,Marketplace,Notebooks,MacBook Pro M3,255.0,7,0.05,1695.75
ORD-00242,2024-04-20,Biobío,Marketplace,Monitores,Monitor 4K 32' UltraWide,1156.0,3,0.1,3121.2
ORD-00243,2024-03-21,Antofagasta,App Móvil,Monitores,Monitor 4K 32' UltraWide,826.0,2,0.0,1652.0
ORD-00244,2024-08-30,Biobío,App Móvil,Periféricos,Audífonos Noise Cancelling,814.0,4,0.05,3093.2
ORD-00245,2024-01-04,Valparaíso,Marketplace,Notebooks,Laptop Gamer i7 16GB,1181.0,4,0.0,4724.0
ORD-00246,2024-11-11,Valparaíso,Sitio Web,Periféricos,Audífonos Noise Cancelling,783.0,2,0.05,1487.7
ORD-00247,2024-05-19,RM Santiago,App Móvil,Componentes,Tarjeta de Video RTX 4070,112.0,7,0.0,784.0
ORD-00248,2024-06-20,RM Santiago,Sitio Web,Periféricos,Mouse Inalámbrico Pro,202.0,6,0.1,1090.8
ORD-00249,2024-02-10,Antofagasta,App Móvil,Componentes,Disco SSD NVMe 2TB,686.0,7,0.0,4802.0
ORD-00250,2024-06-30,Antofagasta,Marketplace,Periféricos,Audífonos Noise Cancelling,905.0,4,0.15,3077.0
ORD-00251,2024-10-18,Antofagasta,App Móvil,Componentes,Disco SSD NVMe 2TB,1109.0,7,0.15,6598.55
ORD-00252,2024-05-17,Biobío,Sitio Web,Monitores,Monitor Gaming 144Hz 27',742.0,3,0.0,2226.0
ORD-00253,2024-10-09,RM Santiago,Sitio Web,Notebooks,MacBook Pro M3,757.0,4,0.1,2725.2
ORD-00254,2024-03-25,Antofagasta,App Móvil,Monitores,Monitor Gaming 144Hz 27',449.0,3,0.15,1144.95
ORD-00255,2024-01-26,RM Santiago,Sitio Web,Componentes,Memoria RAM 32GB DDR5,171.0,6,0.0,1026.0
ORD-00256,2024-03-12,Biobío,Marketplace,Periféricos,Audífonos Noise Cancelling,701.0,5,0.0,3505.0
ORD-00257,2024-10-05,Antofagasta,Sitio Web,Periféricos,Teclado Mecánico RGB,582.0,4,0.1,2095.2
ORD-00258,2024-03-12,RM Santiago,App Móvil,Periféricos,Audífonos Noise Cancelling,98.0,6,0.15,499.8
ORD-00259,2024-03-09,Biobío,Marketplace,Notebooks,Ultrabook Ryzen 7,564.0,7,0.05,3750.6
ORD-00260,2024-07-18,Biobío,App Móvil,Monitores,Monitor 4K 32' UltraWide,490.0,1,0.0,490.0
ORD-00261,2024-09-20,Valparaíso,App Móvil,Notebooks,Laptop Gamer i7 16GB,1028.0,2,0.0,2056.0
ORD-00262,2024-01-26,Biobío,App Móvil,Periféricos,Teclado Mecánico RGB,1198.0,3,0.1,3234.6
ORD-00263,2024-07-15,RM Santiago,Sitio Web,Periféricos,Mouse Inalámbrico Pro,646.0,2,0.05,1227.4
ORD-00264,2024-11-16,Antofagasta,App Móvil,Notebooks,MacBook Pro M3,1156.0,1,0.1,1040.4
ORD-00265,2024-09-06,Antofagasta,Sitio Web,Monitores,Monitor 4K 32' UltraWide,489.0,4,0.15,1662.6
ORD-00266,2024-09-06,Valparaíso,Sitio Web,Notebooks,MacBook Pro M3,748.0,7,0.15,4450.6
ORD-00267,2024-08-05,Valparaíso,Sitio Web,Notebooks,Laptop Gamer i7 16GB,59.0,1,0.0,59.0
ORD-00268,2024-03-29,Biobío,Sitio Web,Monitores,Monitor Gaming 144Hz 27',847.0,2,0.1,1524.6
ORD-00269,2024-11-19,RM Santiago,App Móvil,Notebooks,Laptop Gamer i7 16GB,1102.0,7,0.1,6942.6
ORD-00270,2024-04-23,Antofagasta,App Móvil,Notebooks,Laptop Gamer i7 16GB,72.0,1,0.0,72.0
ORD-00271,2024-03-12,Biobío,Marketplace,Componentes,Tarjeta de Video RTX 4070,331.0,3,0.15,844.05
ORD-00272,2024-04-13,Antofagasta,App Móvil,Componentes,Memoria RAM 32GB DDR5,25.0,3,0.1,67.5
ORD-00273,2024-01-27,Antofagasta,Marketplace,Monitores,Monitor 4K 32' UltraWide,663.0,3,0.0,1989.0
ORD-00274,2024-06-07,Biobío,Sitio Web,Notebooks,Ultrabook Ryzen 7,621.0,3,0.0,1863.0
ORD-00275,2024-03-29,Biobío,App Móvil,Componentes,Disco SSD NVMe 2TB,886.0,2,0.05,1683.4
ORD-00276,2024-06-27,Biobío,Marketplace,Monitores,Monitor Gaming 144Hz 27',493.0,2,0.1,887.4
ORD-00277,2024-07-03,Antofagasta,App Móvil,Periféricos,Audífonos Noise Cancelling,892.0,5,0.05,4237.0
ORD-00278,2024-04-27,Biobío,Marketplace,Periféricos,Audífonos Noise Cancelling,770.0,3,0.0,2310.0
ORD-00279,2024-02-06,Valparaíso,Sitio Web,Notebooks,Laptop Gamer i7 16GB,716.0,5,0.15,3043.0
ORD-00280,2024-12-03,RM Santiago,Sitio Web,Componentes,Memoria RAM 32GB DDR5,387.0,3,0.1,1044.9
ORD-00281,2024-05-22,Antofagasta,Sitio Web,Notebooks,Laptop Gamer i7 16GB,1095.0,4,0.05,4161.0
ORD-00282,2024-05-20,Antofagasta,Sitio Web,Periféricos,Audífonos Noise Cancelling,945.0,2,0.15,1606.5
ORD-00283,2024-03-09,Antofagasta,App Móvil,Notebooks,Laptop Gamer i7 16GB,110.0,7,0.05,731.5
ORD-00284,2024-06-10,Antofagasta,Marketplace,Monitores,Monitor 4K 32' UltraWide,351.0,2,0.05,666.9
ORD-00285,2024-01-02,Valparaíso,App Móvil,Monitores,Monitor Gaming 144Hz 27',274.0,1,0.05,260.3
ORD-00286,2024-05-09,Valparaíso,Marketplace,Monitores,Monitor 4K 32' UltraWide,426.0,4,0.15,1448.4
ORD-00287,2024-01-21,Antofagasta,Sitio Web,Componentes,Tarjeta de Video RTX 4070,955.0,4,0.05,3629.0
ORD-00288,2024-09-01,Biobío,App Móvil,Notebooks,Ultrabook Ryzen 7,840.0,1,0.1,756.0
ORD-00289,2024-02-19,Valparaíso,Marketplace,Periféricos,Mouse Inalámbrico Pro,1040.0,4,0.15,3536.0
ORD-00290,2024-04-10,Antofagasta,Sitio Web,Componentes,Tarjeta de Video RTX 4070,993.0,4,0.1,3574.8
ORD-00291,2024-06-19,RM Santiago,Marketplace,Monitores,Monitor Gaming 144Hz 27',1000.0,2,0.05,1900.0
ORD-00292,2024-04-22,RM Santiago,Marketplace,Notebooks,MacBook Pro M3,238.0,1,0.0,238.0
ORD-00293,2024-12-27,Valparaíso,App Móvil,Componentes,Disco SSD NVMe 2TB,475.0,3,0.15,1211.25
ORD-00294,2024-04-17,Biobío,Marketplace,Monitores,Monitor Gaming 144Hz 27',849.0,7,0.05,5645.85
ORD-00295,2024-01-08,Biobío,Sitio Web,Monitores,Monitor 4K 32' UltraWide,199.0,5,0.05,945.25
ORD-00296,2024-10-01,Valparaíso,Sitio Web,Monitores,Monitor 4K 32' UltraWide,1114.0,6,0.15,5681.4
ORD-00297,2024-09-27,Valparaíso,Sitio Web,Periféricos,Mouse Inalámbrico Pro,458.0,2,0.1,824.4
ORD-00298,2024-08-17,Antofagasta,App Móvil,Periféricos,Mouse Inalámbrico Pro,71.0,2,0.1,127.8
ORD-00299,2024-01-08,Valparaíso,Marketplace,Componentes,Tarjeta de Video RTX 4070,362.0,1,0.0,362.0
ORD-00300,2024-11-19,Valparaíso,Sitio Web,Periféricos,Teclado Mecánico RGB,1167.0,1,0.0,1167.0
ORD-00301,2024-12-16,Valparaíso,App Móvil,Componentes,Disco SSD NVMe 2TB,387.0,6,0.0,2322.0
ORD-00302,2024-07-21,RM Santiago,Marketplace,Periféricos,Teclado Mecánico RGB,112.0,6,0.0,672.0
ORD-00303,2024-01-17,Valparaíso,Marketplace,Monitores,Monitor 4K 32' UltraWide,602.0,7,0.15,3581.9
ORD-00304,2024-03-22,Biobío,App Móvil,Periféricos,Audífonos Noise Cancelling,304.0,6,0.15,1550.4
ORD-00305,2024-08-10,Valparaíso,App Móvil,Periféricos,Audífonos Noise Cancelling,1112.0,1,0.0,1112.0
ORD-00306,2024-02-09,Biobío,Sitio Web,Notebooks,MacBook Pro M3,1116.0,2,0.05,2120.4
ORD-00307,2024-04-20,Biobío,Sitio Web,Componentes,Disco SSD NVMe 2TB,1089.0,4,0.1,3920.4
ORD-00308,2024-06-09,RM Santiago,App Móvil,Periféricos,Teclado Mecánico RGB,232.0,4,0.1,835.2
ORD-00309,2024-02-22,Valparaíso,Marketplace,Periféricos,Mouse Inalámbrico Pro,461.0,3,0.15,1175.55
ORD-00310,2024-06-23,Valparaíso,Sitio Web,Componentes,Memoria RAM 32GB DDR5,556.0,2,0.1,1000.8
ORD-00311,2024-05-10,Valparaíso,App Móvil,Notebooks,Laptop Gamer i7 16GB,825.0,7,0.05,5486.25
ORD-00312,2024-03-25,Biobío,Sitio Web,Componentes,Memoria RAM 32GB DDR5,242.0,1,0.15,205.7
ORD-00313,2024-04-22,Biobío,App Móvil,Notebooks,Ultrabook Ryzen 7,1143.0,6,0.15,5829.3
ORD-00314,2024-10-26,Valparaíso,Marketplace,Notebooks,Ultrabook Ryzen 7,738.0,2,0.1,1328.4
ORD-00315,2024-02-28,Biobío,Sitio Web,Componentes,Disco SSD NVMe 2TB,477.0,2,0.0,954.0
ORD-00316,2024-12-13,Antofagasta,Sitio Web,Periféricos,Mouse Inalámbrico Pro,1093.0,5,0.1,4918.5
ORD-00317,2024-09-19,Biobío,Sitio Web,Periféricos,Audífonos Noise Cancelling,711.0,7,0.05,4728.15
ORD-00318,2024-12-08,Biobío,Sitio Web,Monitores,Monitor 4K 32' UltraWide,615.0,6,0.05,3505.5
ORD-00319,2024-01-24,Biobío,Marketplace,Monitores,Monitor Gaming 144Hz 27',406.0,3,0.1,1096.2
ORD-00320,2024-09-08,Valparaíso,App Móvil,Notebooks,Ultrabook Ryzen 7,906.0,2,0.0,1812.0
ORD-00321,2024-06-22,Antofagasta,Sitio Web,Componentes,Disco SSD NVMe 2TB,517.0,2,0.05,982.3
ORD-00322,2024-05-02,Valparaíso,Sitio Web,Periféricos,Teclado Mecánico RGB,786.0,4,0.05,2986.8
ORD-00323,2024-04-03,RM Santiago,Sitio Web,Periféricos,Mouse Inalámbrico Pro,858.0,2,0.0,1716.0
ORD-00324,2024-02-18,Biobío,Marketplace,Componentes,Tarjeta de Video RTX 4070,927.0,3,0.0,2781.0
ORD-00325,2024-01-31,Antofagasta,Marketplace,Monitores,Monitor 4K 32' UltraWide,759.0,6,0.05,4326.3
ORD-00326,2024-04-23,RM Santiago,App Móvil,Componentes,Disco SSD NVMe 2TB,421.0,4,0.0,1684.0
ORD-00327,2024-05-29,RM Santiago,Sitio Web,Notebooks,MacBook Pro M3,853.0,5,0.15,3625.25
ORD-00328,2024-07-06,Valparaíso,Sitio Web,Notebooks,MacBook Pro M3,147.0,1,0.1,132.3
ORD-00329,2024-08-02,Antofagasta,Sitio Web,Componentes,Memoria RAM 32GB DDR5,1029.0,2,0.05,1955.1
ORD-00330,2024-10-26,Biobío,App Móvil,Notebooks,MacBook Pro M3,681.0,1,0.1,612.9
ORD-00331,2024-12-04,Antofagasta,Marketplace,Monitores,Monitor Gaming 144Hz 27',989.0,1,0.15,840.65
ORD-00332,2024-04-17,Antofagasta,App Móvil,Componentes,Memoria RAM 32GB DDR5,450.0,1,0.1,405.0
ORD-00333,2024-11-27,Biobío,Sitio Web,Componentes,Memoria RAM 32GB DDR5,199.0,6,0.15,1014.9
ORD-00334,2024-05-20,RM Santiago,Sitio Web,Componentes,Disco SSD NVMe 2TB,639.0,2,0.05,1214.1
ORD-00335,2024-09-29,Biobío,App Móvil,Notebooks,Laptop Gamer i7 16GB,667.0,7,0.1,4202.1
ORD-00336,2024-07-07,Antofagasta,Sitio Web,Notebooks,Ultrabook Ryzen 7,53.0,1,0.0,53.0
ORD-00337,2024-05-18,Antofagasta,App Móvil,Periféricos,Teclado Mecánico RGB,740.0,5,0.05,3515.0
ORD-00338,2024-01-29,RM Santiago,App Móvil,Componentes,Memoria RAM 32GB DDR5,1038.0,2,0.0,2076.0
ORD-00339,2024-02-19,Antofagasta,Marketplace,Monitores,Monitor 4K 32' UltraWide,358.0,2,0.0,716.0
ORD-00340,2024-08-14,Antofagasta,Marketplace,Notebooks,Laptop Gamer i7 16GB,517.0,3,0.15,1318.35
ORD-00341,2024-12-19,RM Santiago,App Móvil,Notebooks,Ultrabook Ryzen 7,805.0,7,0.1,5071.5
ORD-00342,2024-07-08,Valparaíso,Marketplace,Periféricos,Audífonos Noise Cancelling,332.0,7,0.1,2091.6
ORD-00343,2024-12-15,RM Santiago,App Móvil,Monitores,Monitor 4K 32' UltraWide,875.0,3,0.05,2493.75
ORD-00344,2024-03-03,Valparaíso,Marketplace,Componentes,Disco SSD NVMe 2TB,336.0,3,0.05,957.6
ORD-00345,2024-06-05,RM Santiago,App Móvil,Notebooks,Laptop Gamer i7 16GB,655.0,5,0.1,2947.5
ORD-00346,2024-12-18,Antofagasta,Sitio Web,Componentes,Disco SSD NVMe 2TB,770.0,1,0.1,693.0
ORD-00347,2024-04-16,Biobío,App Móvil,Notebooks,Laptop Gamer i7 16GB,1087.0,6,0.05,6195.9
ORD-00348,2024-11-19,Biobío,App Móvil,Componentes,Tarjeta de Video RTX 4070,426.0,6,0.0,2556.0
ORD-00349,2024-10-15,Antofagasta,Sitio Web,Periféricos,Audífonos Noise Cancelling,62.0,2,0.1,111.6
ORD-00350,2024-11-01,Biobío,Sitio Web,Periféricos,Teclado Mecánico RGB,914.0,2,0.1,1645.2
ORD-00351,2024-04-12,Antofagasta,App Móvil,Periféricos,Audífonos Noise Cancelling,898.0,1,0.1,808.2
ORD-00352,2024-05-29,Valparaíso,Marketplace,Monitores,Monitor Gaming 144Hz 27',712.0,6,0.0,4272.0
ORD-00353,2024-10-26,Biobío,Sitio Web,Monitores,Monitor Gaming 144Hz 27',361.0,5,0.0,1805.0
ORD-00354,2024-11-24,Antofagasta,Marketplace,Periféricos,Teclado Mecánico RGB,807.0,6,0.15,4115.7
ORD-00355,2024-01-03,Antofagasta,App Móvil,Monitores,Monitor 4K 32' UltraWide,61.0,3,0.05,173.85
ORD-00356,2024-10-28,RM Santiago,App Móvil,Notebooks,MacBook Pro M3,426.0,4,0.1,1533.6
ORD-00357,2024-07-30,Biobío,Sitio Web,Periféricos,Mouse Inalámbrico Pro,643.0,5,0.15,2732.75
ORD-00358,2024-06-12,RM Santiago,App Móvil,Periféricos,Mouse Inalámbrico Pro,911.0,1,0.0,911.0
ORD-00359,2024-11-16,Biobío,Marketplace,Periféricos,Teclado Mecánico RGB,925.0,1,0.05,878.75
ORD-00360,2024-05-20,RM Santiago,App Móvil,Componentes,Tarjeta de Video RTX 4070,725.0,4,0.1,2610.0
ORD-00361,2024-11-16,Valparaíso,Sitio Web,Componentes,Disco SSD NVMe 2TB,415.0,4,0.0,1660.0
ORD-00362,2024-09-30,Valparaíso,Marketplace,Monitores,Monitor Gaming 144Hz 27',1187.0,1,0.1,1068.3
ORD-00363,2024-03-02,Valparaíso,Marketplace,Componentes,Disco SSD NVMe 2TB,1150.0,7,0.1,7245.0
ORD-00364,2024-04-11,Biobío,Marketplace,Monitores,Monitor 4K 32' UltraWide,249.0,2,0.0,498.0
ORD-00365,2024-04-13,Valparaíso,App Móvil,Monitores,Monitor Gaming 144Hz 27',699.0,7,0.0,4893.0
ORD-00366,2024-08-30,Antofagasta,Sitio Web,Monitores,Monitor 4K 32' UltraWide,238.0,4,0.0,952.0
ORD-00367,2024-08-13,Antofagasta,Sitio Web,Componentes,Memoria RAM 32GB DDR5,933.0,7,0.0,6531.0
ORD-00368,2024-10-23,Biobío,App Móvil,Periféricos,Teclado Mecánico RGB,1072.0,5,0.1,4824.0
ORD-00369,2024-04-24,Valparaíso,Marketplace,Monitores,Monitor 4K 32' UltraWide,740.0,3,0.1,1998.0
ORD-00370,2024-08-15,Antofagasta,App Móvil,Componentes,Disco SSD NVMe 2TB,977.0,5,0.1,4396.5
ORD-00371,2024-12-17,Antofagasta,Sitio Web,Componentes,Tarjeta de Video RTX 4070,1110.0,5,0.0,5550.0
ORD-00372,2024-03-04,Antofagasta,Sitio Web,Monitores,Monitor 4K 32' UltraWide,647.0,2,0.0,1294.0
ORD-00373,2024-12-28,Valparaíso,Marketplace,Periféricos,Mouse Inalámbrico Pro,242.0,6,0.15,1234.2
ORD-00374,2024-10-25,Valparaíso,App Móvil,Monitores,Monitor Gaming 144Hz 27',998.0,2,0.0,1996.0
ORD-00375,2024-08-05,Antofagasta,App Móvil,Componentes,Disco SSD NVMe 2TB,745.0,2,0.0,1490.0
ORD-00376,2024-01-01,Valparaíso,Sitio Web,Componentes,Disco SSD NVMe 2TB,1197.0,4,0.15,4069.8
ORD-00377,2024-12-08,Antofagasta,App Móvil,Notebooks,Laptop Gamer i7 16GB,68.0,3,0.15,173.4
ORD-00378,2024-06-16,Valparaíso,App Móvil,Periféricos,Audífonos Noise Cancelling,379.0,7,0.05,2520.35
ORD-00379,2024-01-20,RM Santiago,Marketplace,Notebooks,MacBook Pro M3,1033.0,7,0.0,7231.0
ORD-00380,2024-12-04,Biobío,Marketplace,Componentes,Disco SSD NVMe 2TB,498.0,2,0.15,846.6
ORD-00381,2024-10-13,Antofagasta,Marketplace,Notebooks,MacBook Pro M3,865.0,3,0.1,2335.5
ORD-00382,2024-04-11,Biobío,App Móvil,Monitores,Monitor 4K 32' UltraWide,352.0,7,0.0,2464.0
ORD-00383,2024-07-22,RM Santiago,Sitio Web,Periféricos,Audífonos Noise Cancelling,659.0,6,0.05,3756.3
ORD-00384,2024-04-13,Valparaíso,Marketplace,Componentes,Disco SSD NVMe 2TB,1128.0,1,0.15,958.8
ORD-00385,2024-03-08,Antofagasta,Sitio Web,Periféricos,Audífonos Noise Cancelling,399.0,2,0.0,798.0
ORD-00386,2024-10-17,Biobío,Marketplace,Monitores,Monitor 4K 32' UltraWide,322.0,5,0.05,1529.5
ORD-00387,2024-01-18,Valparaíso,App Móvil,Notebooks,Ultrabook Ryzen 7,405.0,4,0.1,1458.0
ORD-00388,2024-07-05,RM Santiago,App Móvil,Componentes,Disco SSD NVMe 2TB,131.0,4,0.1,471.6
ORD-00389,2024-11-23,Valparaíso,App Móvil,Componentes,Tarjeta de Video RTX 4070,266.0,2,0.1,478.8
ORD-00390,2024-05-18,Valparaíso,Marketplace,Monitores,Monitor 4K 32' UltraWide,196.0,1,0.0,196.0
ORD-00391,2024-07-12,Biobío,Marketplace,Periféricos,Mouse Inalámbrico Pro,338.0,2,0.1,608.4
ORD-00392,2024-04-03,Biobío,App Móvil,Monitores,Monitor 4K 32' UltraWide,1150.0,6,0.15,5865.0
ORD-00393,2024-12-07,RM Santiago,Marketplace,Componentes,Tarjeta de Video RTX 4070,1126.0,3,0.05,3209.1
ORD-00394,2024-12-11,Antofagasta,App Móvil,Periféricos,Teclado Mecánico RGB,1184.0,5,0.15,5032.0
ORD-00395,2024-03-22,Biobío,Sitio Web,Periféricos,Teclado Mecánico RGB,179.0,7,0.05,1190.35
ORD-00396,2024-07-06,RM Santiago,Sitio Web,Componentes,Tarjeta de Video RTX 4070,832.0,3,0.1,2246.4
ORD-00397,2024-06-20,Biobío,Sitio Web,Periféricos,Teclado Mecánico RGB,955.0,5,0.1,4297.5
ORD-00398,2024-05-14,Valparaíso,App Móvil,Periféricos,Teclado Mecánico RGB,697.0,7,0.15,4147.15
ORD-00399,2024-05-28,Biobío,Sitio Web,Componentes,Memoria RAM 32GB DDR5,696.0,6,0.15,3549.6
ORD-00400,2024-01-05,RM Santiago,Marketplace,Componentes,Disco SSD NVMe 2TB,1118.0,2,0.05,2124.2
ORD-00401,2024-07-19,Antofagasta,Sitio Web,Componentes,Tarjeta de Video RTX 4070,259.0,7,0.15,1541.05
ORD-00402,2024-05-21,Valparaíso,App Móvil,Periféricos,Teclado Mecánico RGB,577.0,3,0.15,1471.35
ORD-00403,2024-09-08,Valparaíso,Sitio Web,Periféricos,Audífonos Noise Cancelling,530.0,1,0.1,477.0
ORD-00404,2024-12-22,RM Santiago,Marketplace,Monitores,Monitor 4K 32' UltraWide,1034.0,7,0.05,6876.1
ORD-00405,2024-12-29,Valparaíso,Sitio Web,Componentes,Memoria RAM 32GB DDR5,721.0,7,0.0,5047.0
ORD-00406,2024-07-26,Biobío,Sitio Web,Componentes,Disco SSD NVMe 2TB,645.0,2,0.05,1225.5
ORD-00407,2024-10-09,Biobío,App Móvil,Monitores,Monitor Gaming 144Hz 27',917.0,3,0.05,2613.45
ORD-00408,2024-11-01,Biobío,App Móvil,Componentes,Memoria RAM 32GB DDR5,756.0,7,0.0,5292.0
ORD-00409,2024-08-14,Antofagasta,Sitio Web,Componentes,Disco SSD NVMe 2TB,83.0,1,0.05,78.85
ORD-00410,2024-12-06,Biobío,App Móvil,Notebooks,MacBook Pro M3,720.0,3,0.05,2052.0
ORD-00411,2024-06-23,Biobío,Marketplace,Periféricos,Teclado Mecánico RGB,145.0,2,0.15,246.5
ORD-00412,2024-12-17,Valparaíso,App Móvil,Periféricos,Mouse Inalámbrico Pro,704.0,1,0.1,633.6
ORD-00413,2024-05-12,Valparaíso,App Móvil,Componentes,Memoria RAM 32GB DDR5,980.0,2,0.05,1862.0
ORD-00414,2024-03-31,Valparaíso,App Móvil,Periféricos,Audífonos Noise Cancelling,760.0,1,0.0,760.0
ORD-00415,2024-12-12,Valparaíso,App Móvil,Notebooks,Laptop Gamer i7 16GB,1185.0,7,0.1,7465.5
ORD-00416,2024-06-10,Biobío,App Móvil,Monitores,Monitor 4K 32' UltraWide,652.0,7,0.15,3879.4
ORD-00417,2024-09-24,RM Santiago,Marketplace,Periféricos,Audífonos Noise Cancelling,873.0,6,0.05,4976.1
ORD-00418,2024-11-22,Biobío,Marketplace,Periféricos,Audífonos Noise Cancelling,408.0,1,0.1,367.2
ORD-00419,2024-12-19,Biobío,Sitio Web,Notebooks,Ultrabook Ryzen 7,589.0,2,0.05,1119.1
ORD-00420,2024-09-29,Valparaíso,Marketplace,Periféricos,Teclado Mecánico RGB,1169.0,1,0.05,1110.55
ORD-00421,2024-08-28,Biobío,Marketplace,Periféricos,Teclado Mecánico RGB,40.0,4,0.05,152.0
ORD-00422,2024-09-11,Antofagasta,Sitio Web,Notebooks,MacBook Pro M3,896.0,6,0.1,4838.4
ORD-00423,2024-09-19,RM Santiago,Sitio Web,Notebooks,Ultrabook Ryzen 7,324.0,6,0.05,1846.8
ORD-00424,2024-01-21,RM Santiago,Marketplace,Componentes,Tarjeta de Video RTX 4070,679.0,5,0.05,3225.25
ORD-00425,2024-08-13,RM Santiago,App Móvil,Notebooks,MacBook Pro M3,187.0,3,0.15,476.85
ORD-00426,2024-09-05,Antofagasta,App Móvil,Componentes,Disco SSD NVMe 2TB,90.0,7,0.0,630.0
ORD-00427,2024-09-02,RM Santiago,Marketplace,Monitores,Monitor Gaming 144Hz 27',376.0,3,0.0,1128.0
ORD-00428,2024-04-02,Valparaíso,App Móvil,Componentes,Tarjeta de Video RTX 4070,813.0,1,0.1,731.7
ORD-00429,2024-07-04,Valparaíso,Sitio Web,Periféricos,Mouse Inalámbrico Pro,517.0,6,0.0,3102.0
ORD-00430,2024-02-23,Antofagasta,App Móvil,Componentes,Tarjeta de Video RTX 4070,182.0,3,0.15,464.1
ORD-00431,2024-03-23,Antofagasta,Sitio Web,Monitores,Monitor Gaming 144Hz 27',1095.0,6,0.1,5913.0
ORD-00432,2024-11-17,Valparaíso,Sitio Web,Periféricos,Audífonos Noise Cancelling,436.0,6,0.0,2616.0
ORD-00433,2024-01-11,Antofagasta,Marketplace,Componentes,Memoria RAM 32GB DDR5,284.0,1,0.1,255.6
ORD-00434,2024-05-12,Antofagasta,Marketplace,Notebooks,Laptop Gamer i7 16GB,310.0,4,0.1,1116.0
ORD-00435,2024-02-02,Valparaíso,Marketplace,Notebooks,MacBook Pro M3,159.0,3,0.0,477.0
ORD-00436,2024-10-05,RM Santiago,Marketplace,Periféricos,Mouse Inalámbrico Pro,836.0,4,0.05,3176.8
ORD-00437,2024-02-25,RM Santiago,Sitio Web,Componentes,Memoria RAM 32GB DDR5,301.0,7,0.15,1790.95
ORD-00438,2024-05-10,Antofagasta,Sitio Web,Monitores,Monitor Gaming 144Hz 27',266.0,5,0.15,1130.5
ORD-00439,2024-03-25,Biobío,Marketplace,Componentes,Memoria RAM 32GB DDR5,400.0,5,0.1,1800.0
ORD-00440,2024-11-15,Antofagasta,App Móvil,Periféricos,Teclado Mecánico RGB,244.0,2,0.15,414.8
ORD-00441,2024-07-13,Antofagasta,Sitio Web,Notebooks,MacBook Pro M3,712.0,3,0.0,2136.0
ORD-00442,2024-11-14,Valparaíso,Sitio Web,Monitores,Monitor Gaming 144Hz 27',236.0,7,0.1,1486.8
ORD-00443,2024-02-09,RM Santiago,App Móvil,Periféricos,Mouse Inalámbrico Pro,207.0,4,0.05,786.6
ORD-00444,2024-05-13,Biobío,Sitio Web,Notebooks,Ultrabook Ryzen 7,1124.0,1,0.0,1124.0
ORD-00445,2024-05-16,Valparaíso,Marketplace,Notebooks,MacBook Pro M3,508.0,1,0.15,431.8
ORD-00446,2024-05-14,Biobío,Sitio Web,Notebooks,MacBook Pro M3,569.0,7,0.0,3983.0
ORD-00447,2024-12-30,Biobío,Marketplace,Monitores,Monitor 4K 32' UltraWide,631.0,5,0.05,2997.25
ORD-00448,2024-11-01,Valparaíso,Marketplace,Notebooks,Laptop Gamer i7 16GB,392.0,4,0.1,1411.2
