ID_Ticket,Fecha_Apertura,Fecha_Cierre,Pais,Plataforma,Canal_Atencion,Categoria_Problema,Prioridad,Tiempo_Resolucion_Horas,CSAT_Satisfaccion
TCK-2024-00185,2026-08-28 06:54:07,2026-09-01 07:09:27,México,iOS,Redes Sociales,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00186,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00187,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Web Browser,Formulario App,Falla en Reproducción / Error System,Crítica,10.91,4
TCK-2024-00188,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Android,ChatBot Web,Interfaz No Responsiva / UX,Alta,47.71,1
TCK-2024-00189,2026-08-22 20:22:44,2026-08-23 01:50:47,México,Android,Formulario App,Error de Autenticación / Login,Baja,5.47,4
TCK-2024-00190,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,iOS,Formulario App,Error de Autenticación / Login,Alta,2.27,5
TCK-2024-00191,2026-08-29 06:16:18,2026-08-29 17:02:41,México,Android,Redes Sociales,Error de Autenticación / Login,Baja,10.77,2
TCK-2024-00192,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Alta,96.26,3
TCK-2024-00193,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Alta,106.59,1
TCK-2024-00194,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,iOS,Redes Sociales,Falla en Reproducción / Error System,Baja,10.91,3
TCK-2024-00195,2026-08-27 00:19:15,2026-08-29 00:02:05,México,Web Browser,Email Soporte,Interfaz No Responsiva / UX,Baja,47.71,2
TCK-2024-00196,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,iOS,Redes Sociales,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00197,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Smart TV,Formulario App,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00198,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Smart TV,Formulario App,Error de Autenticación / Login,Crítica,10.77,3
TCK-2024-00199,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00200,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00201,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Android,Formulario App,Falla en Reproducción / Error System,Alta,10.91,4
TCK-2024-00202,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,iOS,Redes Sociales,Interfaz No Responsiva / UX,Media,47.71,2
TCK-2024-00203,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,iOS,ChatBot Web,Error de Autenticación / Login,Baja,5.47,4
TCK-2024-00204,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Android,Email Soporte,Error de Autenticación / Login,Media,2.27,4
TCK-2024-00205,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Web Browser,ChatBot Web,Error de Autenticación / Login,Alta,10.77,2
TCK-2024-00206,2026-08-28 06:54:07,2026-09-01 07:09:27,México,iOS,ChatBot Web,Falla en Reproducción / Error System,Alta,96.26,1
TCK-2024-00207,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Smart TV,Email Soporte,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00208,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Smart TV,Formulario App,Falla en Reproducción / Error System,Alta,10.91,3
TCK-2024-00209,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,iOS,Redes Sociales,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00210,2026-08-22 20:22:44,2026-08-23 01:50:47,México,Smart TV,Formulario App,Error de Autenticación / Login,Crítica,5.47,3
TCK-2024-00211,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,Web Browser,Formulario App,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00212,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Smart TV,ChatBot Web,Error de Autenticación / Login,Media,10.77,2
TCK-2024-00213,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Baja,96.26,1
TCK-2024-00214,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,iOS,Redes Sociales,Falla en Reproducción / Error System,Crítica,106.59,1
TCK-2024-00215,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Web Browser,Formulario App,Falla en Reproducción / Error System,Alta,10.91,3
TCK-2024-00216,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Android,ChatBot Web,Interfaz No Responsiva / UX,Crítica,47.71,2
TCK-2024-00217,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,iOS,Email Soporte,Error de Autenticación / Login,Alta,5.47,2
TCK-2024-00218,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,iOS,Email Soporte,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00219,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Smart TV,Formulario App,Error de Autenticación / Login,Media,10.77,2
TCK-2024-00220,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Smart TV,Email Soporte,Falla en Reproducción / Error System,Media,96.26,3
TCK-2024-00221,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Web Browser,Email Soporte,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00222,2026-08-27 10:52:04,2026-08-27 21:46:43,México,Web Browser,Formulario App,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00223,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,Web Browser,Formulario App,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00224,2026-08-22 20:22:44,2026-08-23 01:50:47,Colombia,Android,Redes Sociales,Error de Autenticación / Login,Baja,5.47,4
TCK-2024-00225,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Smart TV,Formulario App,Error de Autenticación / Login,Baja,2.27,4
TCK-2024-00226,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Smart TV,ChatBot Web,Error de Autenticación / Login,Alta,10.77,3
TCK-2024-00227,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,iOS,Formulario App,Falla en Reproducción / Error System,Alta,96.26,2
TCK-2024-00228,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Web Browser,Formulario App,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00229,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,iOS,ChatBot Web,Falla en Reproducción / Error System,Baja,10.91,3
TCK-2024-00230,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,iOS,Formulario App,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00231,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Smart TV,ChatBot Web,Error de Autenticación / Login,Baja,5.47,4
TCK-2024-00232,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Redes Sociales,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00233,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Android,ChatBot Web,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00234,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,iOS,Email Soporte,Falla en Reproducción / Error System,Baja,96.26,2
TCK-2024-00235,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,iOS,Email Soporte,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00236,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Android,Formulario App,Falla en Reproducción / Error System,Media,10.91,4
TCK-2024-00237,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Web Browser,ChatBot Web,Interfaz No Responsiva / UX,Baja,47.71,3
TCK-2024-00238,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Web Browser,Formulario App,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00239,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,Web Browser,ChatBot Web,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00240,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Smart TV,Formulario App,Error de Autenticación / Login,Baja,10.77,2
TCK-2024-00241,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,Web Browser,Formulario App,Falla en Reproducción / Error System,Alta,96.26,1
TCK-2024-00242,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Android,Email Soporte,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00243,2026-08-27 10:52:04,2026-08-27 21:46:43,Perú,Android,Redes Sociales,Falla en Reproducción / Error System,Alta,10.91,2
TCK-2024-00244,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Smart TV,ChatBot Web,Interfaz No Responsiva / UX,Baja,47.71,2
TCK-2024-00245,2026-08-22 20:22:44,2026-08-23 01:50:47,Colombia,iOS,Redes Sociales,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00246,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Formulario App,Error de Autenticación / Login,Crítica,2.27,5
TCK-2024-00247,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Smart TV,ChatBot Web,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00248,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,Android,Formulario App,Falla en Reproducción / Error System,Crítica,96.26,1
TCK-2024-00249,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Android,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00250,2026-08-27 10:52:04,2026-08-27 21:46:43,México,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00251,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Smart TV,Redes Sociales,Interfaz No Responsiva / UX,Baja,47.71,2
TCK-2024-00252,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Web Browser,Formulario App,Error de Autenticación / Login,Alta,5.47,3
TCK-2024-00253,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,Web Browser,Redes Sociales,Error de Autenticación / Login,Crítica,2.27,5
TCK-2024-00254,2026-08-29 06:16:18,2026-08-29 17:02:41,Perú,Smart TV,Formulario App,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00255,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,Android,Email Soporte,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00256,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Android,ChatBot Web,Falla en Reproducción / Error System,Baja,106.59,2
TCK-2024-00257,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Alta,10.91,4
TCK-2024-00258,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,Smart TV,Redes Sociales,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00259,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Web Browser,ChatBot Web,Error de Autenticación / Login,Alta,5.47,3
TCK-2024-00260,2026-09-01 18:05:02,2026-09-01 20:21:02,Perú,Smart TV,Email Soporte,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00261,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Android,Email Soporte,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00262,2026-08-28 06:54:07,2026-09-01 07:09:27,México,Smart TV,Email Soporte,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00263,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,2
TCK-2024-00264,2026-08-27 10:52:04,2026-08-27 21:46:43,México,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00265,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Web Browser,Formulario App,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00266,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Web Browser,ChatBot Web,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00267,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Web Browser,Email Soporte,Error de Autenticación / Login,Alta,2.27,5
TCK-2024-00268,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,Smart TV,Redes Sociales,Error de Autenticación / Login,Crítica,10.77,3
TCK-2024-00269,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Android,ChatBot Web,Falla en Reproducción / Error System,Baja,96.26,2
TCK-2024-00270,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,Smart TV,Email Soporte,Falla en Reproducción / Error System,Baja,106.59,2
TCK-2024-00271,2026-08-27 10:52:04,2026-08-27 21:46:43,Perú,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00272,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,iOS,ChatBot Web,Interfaz No Responsiva / UX,Media,47.71,2
TCK-2024-00273,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Android,Email Soporte,Error de Autenticación / Login,Media,5.47,2
TCK-2024-00274,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,Smart TV,Redes Sociales,Error de Autenticación / Login,Baja,2.27,4
TCK-2024-00275,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,iOS,Email Soporte,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00276,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Android,Formulario App,Falla en Reproducción / Error System,Baja,96.26,1
TCK-2024-00277,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Android,Redes Sociales,Falla en Reproducción / Error System,Alta,106.59,1
TCK-2024-00278,2026-08-27 10:52:04,2026-08-27 21:46:43,México,Web Browser,Formulario App,Falla en Reproducción / Error System,Alta,10.91,4
TCK-2024-00279,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,iOS,Redes Sociales,Interfaz No Responsiva / UX,Alta,47.71,2
TCK-2024-00280,2026-08-22 20:22:44,2026-08-23 01:50:47,México,Smart TV,Formulario App,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00281,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,iOS,Formulario App,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00282,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,iOS,Email Soporte,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00283,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,Smart TV,Email Soporte,Falla en Reproducción / Error System,Alta,96.26,1
TCK-2024-00284,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,iOS,Formulario App,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00285,2026-08-27 10:52:04,2026-08-27 21:46:43,México,Web Browser,Formulario App,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00286,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,iOS,ChatBot Web,Interfaz No Responsiva / UX,Baja,47.71,3
TCK-2024-00287,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Android,Email Soporte,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00288,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Redes Sociales,Error de Autenticación / Login,Crítica,2.27,4
TCK-2024-00289,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Android,ChatBot Web,Error de Autenticación / Login,Crítica,10.77,3
TCK-2024-00290,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Web Browser,Formulario App,Falla en Reproducción / Error System,Media,96.26,3
TCK-2024-00291,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Smart TV,Redes Sociales,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00292,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Smart TV,Formulario App,Falla en Reproducción / Error System,Alta,10.91,3
TCK-2024-00293,2026-08-27 00:19:15,2026-08-29 00:02:05,México,Web Browser,Redes Sociales,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00294,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Web Browser,Formulario App,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00295,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,iOS,Formulario App,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00296,2026-08-29 06:16:18,2026-08-29 17:02:41,México,Web Browser,Redes Sociales,Error de Autenticación / Login,Alta,10.77,3
TCK-2024-00297,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Web Browser,Formulario App,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00298,2026-08-27 11:09:57,2026-08-31 21:45:31,Colombia,Web Browser,Formulario App,Falla en Reproducción / Error System,Alta,106.59,2
TCK-2024-00299,2026-08-27 10:52:04,2026-08-27 21:46:43,Perú,iOS,ChatBot Web,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00300,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Smart TV,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,2
TCK-2024-00301,2026-08-22 20:22:44,2026-08-23 01:50:47,Colombia,Web Browser,Email Soporte,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00302,2026-09-01 18:05:02,2026-09-01 20:21:02,Perú,Smart TV,ChatBot Web,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00303,2026-08-29 06:16:18,2026-08-29 17:02:41,México,Smart TV,ChatBot Web,Error de Autenticación / Login,Alta,10.77,4
TCK-2024-00304,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,Web Browser,Formulario App,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00305,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,iOS,Email Soporte,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00306,2026-08-27 10:52:04,2026-08-27 21:46:43,México,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00307,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,Web Browser,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00308,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Web Browser,Formulario App,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00309,2026-09-01 18:05:02,2026-09-01 20:21:02,Perú,Smart TV,Email Soporte,Error de Autenticación / Login,Media,2.27,4
TCK-2024-00310,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Smart TV,Formulario App,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00311,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,Android,Formulario App,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00312,2026-08-27 11:09:57,2026-08-31 21:45:31,Colombia,Smart TV,Redes Sociales,Falla en Reproducción / Error System,Crítica,106.59,2
TCK-2024-00313,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Android,Email Soporte,Falla en Reproducción / Error System,Alta,10.91,2
TCK-2024-00314,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,iOS,Redes Sociales,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00315,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Android,Redes Sociales,Error de Autenticación / Login,Baja,5.47,4
TCK-2024-00316,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Redes Sociales,Error de Autenticación / Login,Alta,2.27,4
TCK-2024-00317,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Android,Redes Sociales,Error de Autenticación / Login,Media,10.77,4
TCK-2024-00318,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,iOS,Redes Sociales,Falla en Reproducción / Error System,Media,96.26,3
TCK-2024-00319,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Android,Formulario App,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00320,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,Web Browser,Email Soporte,Falla en Reproducción / Error System,Media,10.91,4
TCK-2024-00321,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,Smart TV,Formulario App,Interfaz No Responsiva / UX,Crítica,47.71,1
TCK-2024-00322,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,iOS,Formulario App,Error de Autenticación / Login,Baja,5.47,2
TCK-2024-00323,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Web Browser,ChatBot Web,Error de Autenticación / Login,Media,2.27,4
TCK-2024-00324,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Smart TV,Redes Sociales,Error de Autenticación / Login,Alta,10.77,2
TCK-2024-00325,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,iOS,Email Soporte,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00326,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,iOS,Redes Sociales,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00327,2026-08-27 10:52:04,2026-08-27 21:46:43,Perú,Android,Redes Sociales,Falla en Reproducción / Error System,Crítica,10.91,3
TCK-2024-00328,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Android,Email Soporte,Interfaz No Responsiva / UX,Crítica,47.71,2
TCK-2024-00329,2026-08-22 20:22:44,2026-08-23 01:50:47,Colombia,Web Browser,Redes Sociales,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00330,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,Android,ChatBot Web,Error de Autenticación / Login,Alta,2.27,5
TCK-2024-00331,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Smart TV,Email Soporte,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00332,2026-08-28 06:54:07,2026-09-01 07:09:27,México,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Alta,96.26,1
TCK-2024-00333,2026-08-27 11:09:57,2026-08-31 21:45:31,Colombia,Smart TV,Formulario App,Falla en Reproducción / Error System,Baja,106.59,2
TCK-2024-00334,2026-08-27 10:52:04,2026-08-27 21:46:43,México,iOS,ChatBot Web,Falla en Reproducción / Error System,Baja,10.91,2
TCK-2024-00335,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Android,Formulario App,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00336,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Smart TV,ChatBot Web,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00337,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,ChatBot Web,Error de Autenticación / Login,Media,2.27,4
TCK-2024-00338,2026-08-29 06:16:18,2026-08-29 17:02:41,México,Web Browser,Email Soporte,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00339,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00340,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,iOS,Redes Sociales,Falla en Reproducción / Error System,Media,106.59,2
TCK-2024-00341,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,iOS,Formulario App,Falla en Reproducción / Error System,Baja,10.91,4
TCK-2024-00342,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Web Browser,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00343,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Smart TV,Email Soporte,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00344,2026-09-01 18:05:02,2026-09-01 20:21:02,México,iOS,Email Soporte,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00345,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Smart TV,ChatBot Web,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00346,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Web Browser,Formulario App,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00347,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,iOS,ChatBot Web,Falla en Reproducción / Error System,Alta,106.59,2
TCK-2024-00348,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Web Browser,Formulario App,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00349,2026-08-27 00:19:15,2026-08-29 00:02:05,México,Web Browser,Redes Sociales,Interfaz No Responsiva / UX,Alta,47.71,2
TCK-2024-00350,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,iOS,Redes Sociales,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00351,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Web Browser,Formulario App,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00352,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,iOS,Formulario App,Error de Autenticación / Login,Alta,10.77,2
TCK-2024-00353,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00354,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Baja,106.59,2
TCK-2024-00355,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Android,Redes Sociales,Falla en Reproducción / Error System,Crítica,10.91,3
TCK-2024-00356,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Android,Redes Sociales,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00357,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Smart TV,Redes Sociales,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00358,2026-09-01 18:05:02,2026-09-01 20:21:02,Perú,Smart TV,Formulario App,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00359,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,Android,Email Soporte,Error de Autenticación / Login,Baja,10.77,2
TCK-2024-00360,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,iOS,ChatBot Web,Falla en Reproducción / Error System,Crítica,96.26,2
TCK-2024-00361,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Web Browser,Email Soporte,Falla en Reproducción / Error System,Media,106.59,2
TCK-2024-00362,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00363,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Android,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,2
TCK-2024-00364,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Android,ChatBot Web,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00365,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,Web Browser,Formulario App,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00366,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,Android,Formulario App,Error de Autenticación / Login,Alta,10.77,3
TCK-2024-00367,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00368,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,Android,Redes Sociales,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00369,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Smart TV,Email Soporte,Falla en Reproducción / Error System,Baja,10.91,2
